xenbase_gene_id,S20_C_5,S20_C_6,S20_C_A,S20_F_5,S20_F_6,S20_F_A
XB-GENE-6255964,127,52,71,88,76,123
XB-GENE-6255969,14,7,10,9,13,13
XB-GENE-6255970,91,41,57,60,82,122
XB-GENE-6255971,345,149,179,243,197,317
XB-GENE-6255973,138,85,104,78,126,110
XB-GENE-6255974,268,128,204,248,206,327
XB-GENE-6255976,413,201,282,272,271,326
XB-GENE-6255983,6,8,4,7,8,10
XB-GENE-6255985,231,132,118,141,168,207
XB-GENE-6255990,0,2,2,0,1,1
XB-GENE-6255992,77,30,40,41,59,104
XB-GENE-6255994,676,326,724,502,413,1043
XB-GENE-6255996,29,20,25,15,18,24
XB-GENE-6255998,617,319,430,367,694,515
XB-GENE-6255999,4776,2493,3305,3070,3471,5120
XB-GENE-6256004,23,13,14,12,13,15
XB-GENE-6256005,301,164,277,170,131,313
XB-GENE-6256006,497,293,259,336,438,464
XB-GENE-6256009,185,97,94,97,84,149
XB-GENE-6256010,217,128,217,137,98,273
XB-GENE-6256011,18,4,6,3,8,14
XB-GENE-6256013,636,247,254,278,268,342
XB-GENE-6256018,200,81,110,137,144,154
XB-GENE-6256019,228,129,150,161,175,269
XB-GENE-6256022,1,0,0,0,0,0
XB-GENE-6256023,592,252,341,383,436,699
XB-GENE-6256025,83,67,101,51,93,149
XB-GENE-6256028,0,2,2,0,0,6
XB-GENE-6256029,80,15,47,43,49,25
XB-GENE-6256031,242,117,159,145,174,219
XB-GENE-6256032,8670,3145,3953,5048,4418,5876
XB-GENE-6256033,20324,16336,21244,17850,23759,30646
XB-GENE-6256035,121,66,97,69,103,136
XB-GENE-6256038,37,14,39,180,194,368
XB-GENE-6256040,1755,574,789,1343,1467,2006
XB-GENE-6256042,31968,15284,16444,19430,19172,18095
XB-GENE-6256046,353,125,134,306,364,495
XB-GENE-6256047,36268,25471,20110,27178,34384,35344
XB-GENE-6256048,231,130,182,143,241,403
XB-GENE-6256062,202,98,186,154,157,251
XB-GENE-6256063,1653,1116,1195,1217,1345,2349
XB-GENE-6256064,232,147,171,248,251,417
XB-GENE-6256069,5308,3334,2799,2994,3864,4103
XB-GENE-6256071,6263,1906,3252,4807,3603,6124
XB-GENE-6256073,158,108,85,124,113,227
XB-GENE-6256078,286,117,171,180,215,346
XB-GENE-6256089,848,410,435,472,531,792
XB-GENE-6256091,70,52,84,52,68,145
XB-GENE-6256096,313,145,184,194,251,343
XB-GENE-6256097,68,50,60,54,117,100
XB-GENE-6256098,290,144,204,205,231,292
XB-GENE-6256102,90,63,65,55,93,66
XB-GENE-6256104,2,0,0,0,1,1
XB-GENE-6256106,61,27,32,43,52,68
XB-GENE-6256109,0,0,0,0,0,1
XB-GENE-6256110,425,184,247,338,336,420
XB-GENE-6256111,483,198,261,380,448,703
XB-GENE-6256113,335,199,235,257,263,396
XB-GENE-6256114,40,2,10,25,0,15
XB-GENE-6256116,1,0,0,1,0,0
XB-GENE-6256120,32,17,20,21,23,22
XB-GENE-6256123,38,15,36,26,35,55
XB-GENE-6256125,328,150,211,182,259,240
XB-GENE-6256127,406,158,171,231,214,330
XB-GENE-6256130,544,306,288,307,542,444
XB-GENE-6256135,0,1,0,0,0,0
XB-GENE-6256136,847,416,457,493,582,746
XB-GENE-6256139,34,39,26,67,140,148
XB-GENE-6256143,163,112,139,101,158,164
XB-GENE-6256146,1,1,0,0,0,0
XB-GENE-6256150,444,191,200,236,290,373
XB-GENE-6256154,42,14,19,22,24,34
XB-GENE-6256155,0,0,0,0,1,1
XB-GENE-6256159,81,36,61,52,55,162
XB-GENE-6256170,27,12,35,17,36,48
XB-GENE-6256171,34,18,23,31,36,60
XB-GENE-6256174,27,29,69,17,34,62
XB-GENE-6256176,0,0,1,0,0,6
XB-GENE-6256179,63,31,53,44,51,92
XB-GENE-6256181,77,40,55,39,61,125
XB-GENE-6256184,134,75,89,88,108,191
XB-GENE-6256185,174,107,164,103,156,256
XB-GENE-6256188,0,3,6,9,14,2
XB-GENE-6256189,47,15,30,31,31,53
XB-GENE-6256190,485,223,322,267,247,525
XB-GENE-6256193,39,26,30,24,36,42
XB-GENE-6256196,89,51,38,47,77,78
XB-GENE-6256198,364,194,289,233,346,448
XB-GENE-6256199,0,1,0,2,2,3
XB-GENE-6256206,62,31,28,44,44,50
XB-GENE-6256207,57,31,41,42,59,64
XB-GENE-6256209,0,0,0,0,1,1
XB-GENE-6256214,124,60,60,77,71,115
XB-GENE-6256216,79,41,32,50,52,48
XB-GENE-6256217,5,4,5,5,6,7
XB-GENE-6256218,198,84,115,151,145,218
XB-GENE-6256219,753,283,387,380,413,539
XB-GENE-6256220,59,36,42,40,48,73
XB-GENE-6256221,789,435,536,517,719,776
XB-GENE-6256224,24,9,14,12,26,26
XB-GENE-6256226,656,437,448,454,626,741
XB-GENE-6256227,116,67,79,65,82,129
XB-GENE-6256228,252,125,236,151,230,341
XB-GENE-6256229,53,31,82,36,74,146
XB-GENE-6256230,218,96,170,149,174,254
XB-GENE-6256231,124,54,57,76,90,104
XB-GENE-6256232,109,47,67,82,48,94
XB-GENE-6256233,482,238,255,288,381,384
XB-GENE-6256234,90,47,57,81,73,111
XB-GENE-6256235,120,56,108,64,82,153
XB-GENE-6256236,200,82,122,117,160,224
XB-GENE-6256237,766,338,402,449,451,662
XB-GENE-6256239,17,12,20,12,7,20
XB-GENE-6256242,275,99,100,171,146,189
XB-GENE-6256247,650,252,617,445,482,717
XB-GENE-6256248,191,96,115,105,101,143
XB-GENE-6256252,36,11,21,17,20,35
XB-GENE-6256253,62,25,26,22,48,25
XB-GENE-6256255,53,27,28,21,34,41
XB-GENE-6256262,31,26,27,30,29,66
XB-GENE-6256263,261,104,163,155,182,220
XB-GENE-6256266,7,6,12,3,13,0
XB-GENE-6256270,176,92,110,94,118,195
XB-GENE-6256271,20,12,14,13,9,29
XB-GENE-6256273,343,208,213,181,253,265
XB-GENE-6256274,159,80,133,88,108,236
XB-GENE-6256279,32,17,32,17,30,47
XB-GENE-6256281,312,180,204,172,190,297
XB-GENE-6256283,181,90,90,101,136,182
XB-GENE-6256284,38,14,22,19,19,35
XB-GENE-6256289,99,69,60,79,65,116
XB-GENE-6256296,289,138,145,185,197,284
XB-GENE-6256297,467,243,281,326,292,484
XB-GENE-6256299,18,26,32,17,18,58
XB-GENE-6256300,393,210,230,240,264,383
XB-GENE-6256307,334,170,254,187,298,438
XB-GENE-6256308,49,18,200,237,422,2118
XB-GENE-6256316,109,52,76,55,83,122
XB-GENE-6256317,0,0,0,0,0,2
XB-GENE-6256322,2,4,4,0,4,5
XB-GENE-6256327,2748,947,1172,2119,1507,3268
XB-GENE-6256328,402,194,326,264,284,538
XB-GENE-6256329,0,1,0,0,0,1
XB-GENE-6256332,414,391,270,282,509,417
XB-GENE-6256334,179,91,137,118,204,267
XB-GENE-6256341,6237,4452,2544,3362,3929,3259
XB-GENE-6256344,156,86,77,99,116,130
XB-GENE-6256345,1652,1093,2286,928,1821,3346
XB-GENE-6256346,0,0,0,0,1,8
XB-GENE-6256347,12,9,27,3,20,38
XB-GENE-6256350,9291,6132,5712,7197,9293,6648
XB-GENE-6256351,1776,820,880,1123,1214,1334
XB-GENE-6256352,359,149,164,268,200,259
XB-GENE-6256353,543,502,163,506,731,241
XB-GENE-6256357,0,0,0,0,1,0
XB-GENE-6256358,263,216,237,181,264,315
XB-GENE-6256361,77,30,43,29,47,53
XB-GENE-6256362,405,193,640,182,228,871
XB-GENE-6256364,214,104,152,123,135,203
XB-GENE-6256365,123,100,91,80,83,115
XB-GENE-6256366,1321,572,605,678,767,902
XB-GENE-6256368,3708,1625,1697,2202,2935,3160
XB-GENE-6256371,74,26,57,57,58,125
XB-GENE-6256437,70,20,33,33,42,39
XB-GENE-6256440,0,0,0,0,0,0
XB-GENE-6256442,306,104,145,157,144,280
XB-GENE-6256444,211,115,148,147,173,214
XB-GENE-6256448,69,37,27,65,83,120
XB-GENE-6256460,0,0,0,0,0,0
XB-GENE-6256467,993,542,628,701,804,967
XB-GENE-6256471,140,53,49,60,61,120
XB-GENE-6256479,203,87,74,125,130,136
XB-GENE-6256480,368,197,298,226,295,432
XB-GENE-6256487,0,0,0,0,0,5
XB-GENE-6256496,654,327,369,372,436,721
XB-GENE-6256510,354,124,117,203,263,477
XB-GENE-6256511,25,7,15,21,9,19
XB-GENE-6256516,39,34,34,32,28,43
XB-GENE-6256517,9994,3205,3569,5009,4188,5928
XB-GENE-6256521,0,2,1,0,1,2
XB-GENE-6256523,299,195,4084,422,1095,3166
XB-GENE-6256525,716,232,203,449,456,575
XB-GENE-6256533,1338,514,514,971,1034,1324
XB-GENE-6256535,217,152,161,124,209,234
XB-GENE-6256536,0,0,1,0,1,0
XB-GENE-6256537,66,76,31,59,177,62
XB-GENE-6256539,1457,1217,1307,1067,1629,1579
XB-GENE-6256540,243,171,271,136,160,303
XB-GENE-6256550,77,31,28,58,64,89
XB-GENE-6256553,133,77,125,92,126,222
XB-GENE-6256554,122,71,119,79,85,215
XB-GENE-6256555,868,318,551,796,810,1250
XB-GENE-6256556,100,61,90,94,123,289
XB-GENE-6256559,194,63,77,127,116,141
XB-GENE-6256560,2028,716,1051,1340,1203,1979
XB-GENE-6256564,663,422,513,453,576,814
XB-GENE-6256565,273,108,152,184,192,263
XB-GENE-6256572,472,223,241,309,340,422
XB-GENE-6256575,508,280,309,358,457,810
XB-GENE-6256576,3,1,3,1,2,0
XB-GENE-6256578,6090,3171,3926,3479,3864,5572
XB-GENE-6256582,220,107,128,150,191,171
XB-GENE-6256598,333,174,193,204,244,249
XB-GENE-6256602,128,67,64,94,89,147
XB-GENE-6256607,26,35,70,32,44,74
XB-GENE-6256610,764,273,320,391,408,465
XB-GENE-6256630,2599,936,1453,1969,1955,2805
XB-GENE-6256639,45,28,48,38,32,76
XB-GENE-6256647,58053,21727,23384,33972,30688,35732
XB-GENE-6256649,25,17,15,31,25,40
XB-GENE-6256657,3710,1943,2425,2490,2723,3661
XB-GENE-6256666,661,287,356,375,437,641
XB-GENE-6256667,36,23,32,29,28,49
XB-GENE-6256673,484,163,291,234,273,393
XB-GENE-6256678,415,199,217,270,302,337
XB-GENE-6256683,391,165,200,236,315,373
XB-GENE-6256689,238,113,129,151,207,275
XB-GENE-6259111,88,42,58,51,71,83
XB-GENE-6360290,4,1,0,0,0,1
XB-GENE-6372204,4,2,3,4,10,33
XB-GENE-6372205,0,0,1,0,1,1
XB-GENE-6372206,10,4,4,5,3,10
XB-GENE-6372207,0,0,0,0,0,0
XB-GENE-6372208,1,1,0,0,0,2
XB-GENE-6372209,23,25,17,1,21,3
XB-GENE-6372210,3,0,4,4,5,17
XB-GENE-6372211,24,9,17,10,9,30
XB-GENE-6372212,0,1,1,0,0,9
XB-GENE-6448194,0,0,0,1,0,0
XB-GENE-6448196,0,0,2,0,2,2
XB-GENE-6448198,0,1,0,0,0,1
XB-GENE-6448201,0,0,0,0,0,0
XB-GENE-6448202,2,0,0,0,3,0
XB-GENE-6448209,15,0,0,4,3,9
XB-GENE-6448210,0,0,0,0,0,1
XB-GENE-6448215,64,41,38,42,24,16
XB-GENE-6448217,0,0,3,1,0,4
XB-GENE-6448222,70,25,41,44,28,56
XB-GENE-6449773,0,0,1,0,1,4
XB-GENE-6449774,1,0,1,0,0,1
XB-GENE-6452731,52,23,24,32,26,51
XB-GENE-6457347,9,8,15,4,12,18
XB-GENE-6457348,74,26,59,39,43,79
XB-GENE-6457349,0,0,0,0,0,0
XB-GENE-6457350,0,0,0,0,0,1
XB-GENE-6457351,0,1,0,0,0,1
XB-GENE-6457352,85,31,53,57,44,113
XB-GENE-6457353,15,8,14,9,12,19
XB-GENE-6460379,61,26,37,32,36,72
XB-GENE-6460380,7,2,2,2,1,1
XB-GENE-6460381,34,27,25,14,39,19
XB-GENE-6460382,0,1,1,0,3,8
XB-GENE-6460383,189,109,85,172,154,168
XB-GENE-6460384,133,67,85,127,116,146
XB-GENE-6460659,0,0,0,0,0,0
XB-GENE-6460661,7,1,11,3,1,3
XB-GENE-6460662,182,120,129,147,103,218
XB-GENE-6460664,344,176,182,243,292,338
XB-GENE-6461981,1,1,0,3,4,6
XB-GENE-6461996,118,53,97,71,109,136
XB-GENE-6462051,1,0,1,0,0,0
XB-GENE-6462077,188,102,91,101,130,171
XB-GENE-6462096,174,97,123,146,148,217
XB-GENE-6462108,118,48,94,80,61,130
XB-GENE-6462216,19,6,5,13,8,17
XB-GENE-6462217,117,62,108,133,275,339
XB-GENE-6462252,0,0,0,0,0,0
XB-GENE-6462308,141,67,123,73,118,94
XB-GENE-6462324,177,90,89,125,141,150
XB-GENE-6464300,629,455,439,274,269,314
XB-GENE-6464303,0,0,0,0,0,1
XB-GENE-6464304,374,199,238,156,273,341
XB-GENE-6464305,11362,6577,8014,7539,8400,10048
XB-GENE-6464314,0,0,0,0,0,2
XB-GENE-6464328,2422,1497,1281,1770,2134,2182
XB-GENE-6464329,103,65,95,91,178,271
XB-GENE-6464331,0,2,0,0,0,11
XB-GENE-6464333,14,2,16,4,7,17
XB-GENE-6464334,139,94,80,98,123,140
XB-GENE-6464336,68,24,63,10,22,40
XB-GENE-6464338,0,0,1,0,0,4
XB-GENE-6464340,3,3,3,3,2,11
XB-GENE-6464341,1,1,1,3,0,2
XB-GENE-6464346,0,0,0,0,0,0
XB-GENE-6464347,0,0,0,2,3,10
XB-GENE-6464351,2,0,1,2,0,2
XB-GENE-6464357,0,0,0,0,0,0
XB-GENE-6464367,2,2,1,2,2,29
XB-GENE-6464370,0,0,0,4,9,4
XB-GENE-6464372,270,152,145,233,295,304
XB-GENE-6464375,62,38,89,64,95,204
XB-GENE-6464380,15,8,16,12,15,38
XB-GENE-6464384,27,9,23,19,18,24
XB-GENE-6464385,536,323,463,308,444,622
XB-GENE-6464386,20521,6525,8140,10727,8779,13461
XB-GENE-6464387,40,14,18,22,26,41
XB-GENE-6464391,0,2,0,0,0,0
XB-GENE-6465500,0,1,2,0,1,5
XB-GENE-6465509,7,3,0,1,2,1
XB-GENE-6465965,40,29,32,25,38,51
XB-GENE-6465969,267,123,121,156,165,200
XB-GENE-6465975,0,0,0,0,0,0
XB-GENE-6465987,29,31,31,12,29,30
XB-GENE-6465995,100,55,41,73,58,91
XB-GENE-6466023,1,0,2,0,1,4
XB-GENE-6466037,12,4,4,5,10,7
XB-GENE-6466041,3,6,1,5,5,0
XB-GENE-6466049,3,6,6,3,16,9
XB-GENE-6466062,153,92,82,121,156,185
XB-GENE-6466063,6,1,0,2,1,2
XB-GENE-6466078,0,1,0,3,1,1
XB-GENE-6466081,0,0,2,0,0,3
XB-GENE-6466086,336,287,354,320,488,670
XB-GENE-6466088,2,3,3,1,6,6
XB-GENE-6466458,50,31,16,45,70,31
XB-GENE-6466467,306,128,102,162,176,149
XB-GENE-6466521,26,6,15,16,23,30
XB-GENE-6466546,0,0,0,0,0,0
XB-GENE-6466578,53,16,27,41,57,82
XB-GENE-6466680,0,0,1,7,25,82
XB-GENE-6468938,2,1,1,3,0,0
XB-GENE-6485514,0,0,0,1,2,1
XB-GENE-6485591,12,0,3,94,220,255
XB-GENE-6485604,173,103,151,136,218,297
XB-GENE-6485637,342,85,151,180,116,290
XB-GENE-6485662,406,102,162,314,272,407
XB-GENE-6485701,192,69,112,112,112,227
XB-GENE-6485714,102,36,38,62,58,91
XB-GENE-6485719,250,112,107,99,126,116
XB-GENE-6485724,75,40,44,33,39,57
XB-GENE-6485730,251,132,125,162,143,180
XB-GENE-6485795,119,33,46,100,83,110
XB-GENE-6485803,93,36,66,44,74,117
XB-GENE-6485838,738,363,419,433,517,732
XB-GENE-6485846,76,56,88,67,72,112
XB-GENE-6485900,240,120,182,175,214,272
XB-GENE-6485954,406,189,218,283,297,328
XB-GENE-6485984,198,58,88,121,162,187
XB-GENE-6485996,10,14,13,13,23,47
XB-GENE-6486040,183,79,109,112,147,210
XB-GENE-6486050,99,57,56,55,74,112
XB-GENE-6486059,836,438,454,563,466,646
XB-GENE-6486063,430,238,332,224,355,328
XB-GENE-6486080,1,0,1,0,0,1
XB-GENE-6486116,163,79,92,124,129,201
XB-GENE-6486138,359,240,305,257,324,516
XB-GENE-6486183,711,305,767,1120,1710,3690
XB-GENE-6486199,72,34,43,59,84,131
XB-GENE-6486208,0,5,7,0,5,3
XB-GENE-6486279,60,42,76,33,95,98
XB-GENE-6486281,3,2,2,1,1,5
XB-GENE-6486309,90,26,45,101,115,328
XB-GENE-6486317,204,96,114,159,212,257
XB-GENE-6486339,0,0,0,0,0,0
XB-GENE-6486361,216,117,146,136,171,127
XB-GENE-6486378,276,128,192,202,161,227
XB-GENE-6486411,64,47,62,40,61,87
XB-GENE-6486450,119,67,48,71,77,115
XB-GENE-6486475,673,368,356,422,453,560
XB-GENE-6486480,34,34,48,20,50,59
XB-GENE-6486498,630,284,392,417,442,727
XB-GENE-6486501,331,226,315,277,300,473
XB-GENE-6486511,7,4,2,7,10,8
XB-GENE-6486573,166,89,109,120,98,198
XB-GENE-6486580,89,39,53,54,58,83
XB-GENE-6486609,481,231,278,341,322,493
XB-GENE-6486653,175,76,94,118,129,182
XB-GENE-6486659,0,0,7,1,1,5
XB-GENE-6486678,1,0,0,0,1,0
XB-GENE-6486744,0,1,0,1,0,1
XB-GENE-6486785,1,1,1,0,0,3
XB-GENE-6486818,655,239,291,469,513,504
XB-GENE-6486831,211,65,88,101,103,152
XB-GENE-6486904,9,5,2,7,10,6
XB-GENE-6486940,113,68,97,66,92,121
XB-GENE-6487006,1,0,0,1,1,2
XB-GENE-6487024,263,175,223,168,200,307
XB-GENE-6487047,75,60,67,69,75,132
XB-GENE-6487070,70,37,79,45,72,126
XB-GENE-6487084,224,118,104,141,148,195
XB-GENE-6487134,99,37,60,62,77,109
XB-GENE-6487149,35,21,25,19,35,44
XB-GENE-6487153,1,0,0,0,0,0
XB-GENE-6487157,101,53,64,53,63,111
XB-GENE-6487158,0,1,0,0,1,3
XB-GENE-6487182,0,0,0,0,0,0
XB-GENE-6487219,130,126,135,156,229,176
XB-GENE-6487283,430,230,259,253,222,289
XB-GENE-6487312,658,334,768,296,597,685
XB-GENE-6487383,32,25,33,22,50,77
XB-GENE-6487412,525,239,287,304,315,448
XB-GENE-6487423,32,19,34,26,26,66
XB-GENE-6487456,142,32,58,92,59,86
XB-GENE-6487499,0,2,2,3,5,4
XB-GENE-6487518,45,14,18,38,47,78
XB-GENE-6487529,25,19,9,11,12,11
XB-GENE-6487587,30,9,14,25,10,24
XB-GENE-6487591,48,9,54,35,9,76
XB-GENE-6487599,0,1,3,0,0,0
XB-GENE-6487614,199,103,102,119,111,127
XB-GENE-6487642,51,18,21,25,18,52
XB-GENE-6487743,2319,1070,1660,1241,1571,2396
XB-GENE-6487754,1,0,0,0,0,1
XB-GENE-6487851,51,41,55,51,26,106
XB-GENE-6487975,53,10,37,24,26,54
XB-GENE-6487994,1,0,0,0,0,0
XB-GENE-6488002,5,1,14,37,46,200
XB-GENE-6488056,0,0,1,0,0,0
XB-GENE-6488143,0,1,0,0,0,0
XB-GENE-6488144,0,0,0,0,0,0
XB-GENE-6488146,42,41,40,39,33,63
XB-GENE-6488149,27,5,9,12,9,19
XB-GENE-6488182,0,0,0,2,3,7
XB-GENE-6488221,670,457,653,517,746,1362
XB-GENE-6488249,151,73,92,112,83,142
XB-GENE-6488250,78,31,48,25,39,66
XB-GENE-6488347,122,48,73,58,76,121
XB-GENE-6488369,3,2,3,4,3,10
XB-GENE-6488374,188,71,118,110,73,180
XB-GENE-6488420,0,0,0,0,0,2
XB-GENE-6488489,0,0,0,0,0,0
XB-GENE-6488525,2,0,1,0,1,3
XB-GENE-6488547,4,1,3,5,5,15
XB-GENE-6488584,2714,1448,1370,1757,1992,2360
XB-GENE-6488620,0,0,1,0,0,0
XB-GENE-6488623,22,7,5,12,8,19
XB-GENE-6488624,300,143,230,177,212,298
XB-GENE-6488649,169,82,82,120,119,141
XB-GENE-6488706,22,18,10,13,20,8
XB-GENE-6488731,108,82,79,59,81,139
XB-GENE-6488739,106,42,65,55,55,90
XB-GENE-6488792,16,2,4,7,3,2
XB-GENE-6488853,0,1,0,0,0,0
XB-GENE-6488882,2,2,1,0,1,9
XB-GENE-6488897,0,0,0,0,0,0
XB-GENE-6488990,6,0,2,2,6,1
XB-GENE-6488992,12,10,11,12,28,24
XB-GENE-6488994,4,2,3,0,0,2
XB-GENE-6489007,23,12,22,10,31,19
XB-GENE-6489017,85,65,126,88,119,190
XB-GENE-6489080,176,100,123,172,199,263
XB-GENE-6489089,0,0,0,0,0,1
XB-GENE-6489101,66,32,51,43,55,75
XB-GENE-6489103,136,48,35,91,93,76
XB-GENE-6489114,379,163,210,184,275,268
XB-GENE-6489119,84,40,38,41,57,61
XB-GENE-6489129,195,95,134,119,160,160
XB-GENE-6489133,184,96,138,120,137,173
XB-GENE-6489134,11,13,23,21,21,31
XB-GENE-6489194,114,43,55,80,57,47
XB-GENE-6489204,138,36,47,79,37,72
XB-GENE-6489312,140,53,70,103,109,144
XB-GENE-6489326,256,139,167,172,225,262
XB-GENE-6489345,2,1,1,1,2,4
XB-GENE-6489401,29,6,11,19,12,47
XB-GENE-6489511,259,193,209,184,230,317
XB-GENE-6492358,1,0,0,0,0,1
XB-GENE-6492359,0,0,1,2,0,3
XB-GENE-6492363,0,0,0,2,1,6
XB-GENE-6492365,0,0,1,0,0,0
XB-GENE-6492367,0,0,0,0,0,4
XB-GENE-6492370,6,0,0,3,0,3
XB-GENE-6492371,1,0,0,4,0,2
XB-GENE-6492372,0,0,0,0,0,0
XB-GENE-6492373,2,0,0,0,1,2
XB-GENE-6492375,1,0,0,0,0,0
XB-GENE-6492377,0,1,0,0,0,0
XB-GENE-6492384,1,1,1,0,2,2
XB-GENE-6493699,0,0,0,0,0,0
XB-GENE-6493979,11836,3577,4457,6794,6357,11032
XB-GENE-6493980,148,56,67,69,92,113
XB-GENE-6493981,40,14,29,25,24,75
XB-GENE-6493983,107,47,40,47,82,82
XB-GENE-6493984,66,29,28,20,28,60
XB-GENE-6493985,0,0,0,0,0,0
XB-GENE-6493987,0,1,4,1,0,4
XB-GENE-6493988,3,1,1,1,3,3
XB-GENE-6493991,4,6,2,3,6,6
XB-GENE-6493992,56,30,12,27,52,27
XB-GENE-6493994,504,151,119,158,213,232
XB-GENE-6493995,1,0,1,0,0,5
XB-GENE-6493997,22,47,38,14,63,35
XB-GENE-6500303,0,0,0,0,3,0
XB-GENE-6538658,936,448,488,479,515,810
XB-GENE-6538739,65,27,50,28,47,68
XB-GENE-6538740,31,9,14,14,23,24
XB-GENE-6538742,2,1,2,1,2,26
XB-GENE-6540650,196,119,126,115,208,172
XB-GENE-6540651,27,9,21,10,11,29
XB-GENE-6540652,5485,3237,3506,3880,4355,4783
XB-GENE-852645,18,5,13,5,7,7
XB-GENE-852658,717,284,361,388,425,642
XB-GENE-852734,37,20,37,15,25,55
XB-GENE-852749,48,23,27,28,44,65
XB-GENE-852823,0,1,3,16,34,38
XB-GENE-852896,119,120,178,97,135,200
XB-GENE-852934,17,6,7,7,18,24
XB-GENE-853028,148,66,95,81,81,147
XB-GENE-853046,1,1,7,1,1,10
XB-GENE-853062,2090,1591,1775,1452,1642,2064
XB-GENE-853120,0,1,1,0,1,1
XB-GENE-853257,256,18,40,71,112,196
XB-GENE-853277,1409,731,833,772,947,1442
XB-GENE-853419,3,22,14,38,27,27
XB-GENE-853858,57,20,139,28,45,69
XB-GENE-853872,397,100,333,391,145,472
XB-GENE-853997,86,58,77,57,50,123
XB-GENE-854043,176,63,116,146,148,251
XB-GENE-854084,91,42,53,66,78,109
XB-GENE-854138,215,119,106,121,148,196
XB-GENE-854150,3,6,7,3,3,8
XB-GENE-855405,115,46,73,53,70,46
XB-GENE-855430,1168,452,337,746,540,657
XB-GENE-855448,409,199,262,287,365,412
XB-GENE-855470,22,7,13,11,23,30
XB-GENE-855558,179,44,60,68,78,105
XB-GENE-855659,1884,971,1298,1091,1491,1630
XB-GENE-855907,280,119,160,167,223,244
XB-GENE-855940,294,121,110,195,176,206
XB-GENE-855975,1607,1122,750,1102,1729,1215
XB-GENE-856265,152,85,102,91,113,152
XB-GENE-856288,39,26,43,29,18,32
XB-GENE-856300,220,113,174,113,231,234
XB-GENE-856303,15,6,6,4,9,13
XB-GENE-856365,44,64,65,34,94,98
XB-GENE-856383,5798,2819,3021,3127,4071,5695
XB-GENE-856460,0,0,0,0,0,2
XB-GENE-856534,2,3,3,4,1,6
XB-GENE-8596270,0,0,0,0,1,0
XB-GENE-862908,74,29,52,53,62,81
XB-GENE-864792,1,0,0,4,1,17
XB-GENE-864801,1,0,1,0,0,0
XB-GENE-864802,1,0,1,0,0,2
XB-GENE-864803,0,0,0,0,0,0
XB-GENE-864805,2273,933,969,1504,1614,1816
XB-GENE-864807,533,424,571,356,487,887
XB-GENE-864808,0,0,4,0,0,3
XB-GENE-864809,848,400,461,533,642,873
XB-GENE-864810,162,66,74,94,70,138
XB-GENE-864811,221,74,114,119,132,241
XB-GENE-864813,2,0,4,42,69,138
XB-GENE-864814,64,8,11,18,24,25
XB-GENE-864815,13,6,3,5,6,49
XB-GENE-864816,56,30,39,55,33,94
XB-GENE-864817,0,1,1,0,1,2
XB-GENE-864819,624,292,383,532,339,826
XB-GENE-864821,183,108,101,134,151,160
XB-GENE-864825,1,0,0,0,0,0
XB-GENE-864827,0,0,0,0,0,0
XB-GENE-864828,21,13,28,35,58,170
XB-GENE-864831,223,96,17,250,390,700
XB-GENE-864833,0,0,0,0,0,1
XB-GENE-864834,10,3,19,25,77,307
XB-GENE-864837,115,41,78,53,60,100
XB-GENE-864839,1367,960,1279,1105,1301,2665
XB-GENE-864840,0,0,0,1,0,0
XB-GENE-864842,0,0,0,0,0,0
XB-GENE-864843,542,166,192,278,225,220
XB-GENE-864845,0,0,0,0,0,0
XB-GENE-864847,15,7,20,10,16,28
XB-GENE-864848,638,336,373,319,514,446
XB-GENE-864849,26,19,31,64,155,163
XB-GENE-864850,1474,659,828,957,933,1907
XB-GENE-864853,82,23,67,27,35,141
XB-GENE-864854,0,0,1,0,1,0
XB-GENE-864855,71,29,36,47,49,58
XB-GENE-864856,527,250,232,320,312,398
XB-GENE-864860,1,0,1,0,0,0
XB-GENE-864864,158,59,95,92,126,136
XB-GENE-864865,0,0,0,0,0,0
XB-GENE-864866,2,0,1,2,3,2
XB-GENE-864868,228,80,96,147,152,207
XB-GENE-864869,488,400,528,356,621,886
XB-GENE-864870,1,0,0,0,4,0
XB-GENE-864871,684,395,419,437,567,716
XB-GENE-864872,0,0,0,0,1,0
XB-GENE-864873,40,18,18,20,22,46
XB-GENE-864878,0,0,0,0,0,0
XB-GENE-864883,5,3,5,3,1,8
XB-GENE-864885,2,2,3,5,10,16
XB-GENE-864886,8,6,6,6,7,17
XB-GENE-864887,2,0,0,1,2,3
XB-GENE-864889,0,10,0,0,2,2
XB-GENE-864891,13,15,13,8,4,30
XB-GENE-864893,25,6,55,27,37,52
XB-GENE-864894,812,441,574,482,471,673
XB-GENE-864895,0,0,1,2,0,4
XB-GENE-864898,1,1,0,0,1,1
XB-GENE-864899,10,9,3,3,9,15
XB-GENE-864900,56,24,44,38,30,61
XB-GENE-864901,0,0,0,0,2,0
XB-GENE-864903,0,0,0,0,0,0
XB-GENE-864904,0,0,0,0,0,0
XB-GENE-864908,0,0,0,0,0,1
XB-GENE-864909,1233,759,970,715,812,1059
XB-GENE-864911,352,198,348,234,382,607
XB-GENE-864912,457,197,226,288,307,410
XB-GENE-864913,0,1,0,0,0,0
XB-GENE-864914,4,3,0,0,7,0
XB-GENE-864915,198,115,198,160,239,297
XB-GENE-864921,269,102,138,175,132,211
