xenbase_gene_id,S20_C_5,S20_C_6,S20_C_A,S20_F_5,S20_F_6,S20_F_A
XB-GENE-6254551,130,86,160,105,142,289
XB-GENE-6254553,91,36,43,73,128,122
XB-GENE-6254555,1,1,0,2,6,1
XB-GENE-6254556,207,105,113,150,160,165
XB-GENE-6254557,0,0,0,0,0,1
XB-GENE-6254559,167,59,72,135,125,133
XB-GENE-6254561,137,71,66,125,118,136
XB-GENE-6254562,227,80,122,193,230,288
XB-GENE-6254565,179,112,134,114,177,226
XB-GENE-6254566,30,8,16,30,12,22
XB-GENE-6254568,0,0,1,0,1,1
XB-GENE-6254570,931,429,592,592,651,1024
XB-GENE-6254572,0,0,0,0,0,0
XB-GENE-6254573,387,232,363,406,331,439
XB-GENE-6254574,228,91,103,145,140,216
XB-GENE-6254576,0,0,0,0,0,0
XB-GENE-6254577,6,2,3,4,3,4
XB-GENE-6254579,44,14,31,33,38,53
XB-GENE-6254580,305,167,193,213,216,337
XB-GENE-6254581,776,450,597,552,617,861
XB-GENE-6254582,334,159,164,204,246,257
XB-GENE-6254583,116,92,131,84,127,220
XB-GENE-6254584,429,236,254,350,311,352
XB-GENE-6254585,228,93,130,125,162,204
XB-GENE-6254586,5,5,1,3,6,2
XB-GENE-6254587,158,89,120,100,138,188
XB-GENE-6254590,40,17,20,16,27,29
XB-GENE-6254592,12,3,12,11,11,20
XB-GENE-6254593,153,59,80,90,96,127
XB-GENE-6254595,3,5,4,2,4,7
XB-GENE-6254596,7,1,2,5,2,6
XB-GENE-6254601,3040,1744,2202,1884,2560,2901
XB-GENE-6254603,2248,1356,1509,1418,2427,2139
XB-GENE-6254605,471,336,449,325,618,569
XB-GENE-6254610,15,16,16,30,25,30
XB-GENE-6254614,157,145,178,137,246,322
XB-GENE-6254615,10,4,6,9,11,8
XB-GENE-6254617,892,386,553,547,629,888
XB-GENE-6254620,2,2,2,1,4,2
XB-GENE-6254621,0,1,1,0,0,10
XB-GENE-6254627,3343,2065,2331,2270,3063,2993
XB-GENE-6254630,149,54,76,89,93,118
XB-GENE-6254631,17,14,46,9,25,39
XB-GENE-6254632,82,51,81,53,84,95
XB-GENE-6254637,0,0,0,1,2,2
XB-GENE-6254640,116,45,69,81,100,110
XB-GENE-6254643,49,20,31,34,36,43
XB-GENE-6254644,76,33,70,45,57,80
XB-GENE-6254645,309,179,200,211,235,287
XB-GENE-6254646,829,443,768,466,916,788
XB-GENE-6254653,0,0,2,0,1,1
XB-GENE-6254654,5,2,6,4,4,4
XB-GENE-6254655,1,1,1,1,1,4
XB-GENE-6254656,0,0,1,0,1,1
XB-GENE-6254657,5,4,0,2,4,0
XB-GENE-6254658,0,1,0,0,0,0
XB-GENE-6254660,0,0,0,0,0,0
XB-GENE-6254662,138,38,66,68,61,151
XB-GENE-6254663,619,191,414,474,391,689
XB-GENE-6254664,88,21,69,52,46,122
XB-GENE-6254665,0,0,1,0,1,5
XB-GENE-6254666,116,49,95,130,69,132
XB-GENE-6254669,824,482,650,650,653,904
XB-GENE-6254670,224,92,95,170,182,202
XB-GENE-6254671,0,21,0,29,33,0
XB-GENE-6254672,86,33,39,26,37,79
XB-GENE-6254673,643,274,303,347,416,516
XB-GENE-6254675,602,263,343,359,400,564
XB-GENE-6254676,3344,1231,1355,2274,2106,2876
XB-GENE-6254678,2,6,4,1,2,5
XB-GENE-6254679,130,70,118,92,137,178
XB-GENE-6254680,434,206,298,310,466,498
XB-GENE-6254682,79,47,43,45,50,75
XB-GENE-6254683,590,238,360,345,361,678
XB-GENE-6254684,102,50,61,63,76,109
XB-GENE-6254690,15,7,14,26,35,136
XB-GENE-6254691,12,6,7,11,12,23
XB-GENE-6254692,112,68,108,73,119,252
XB-GENE-6254693,106,86,34,89,84,78
XB-GENE-6254695,3715,1298,1271,1880,544,597
XB-GENE-6254697,270,94,114,136,135,212
XB-GENE-6254700,214,80,98,104,102,163
XB-GENE-6254706,179,99,106,119,141,221
XB-GENE-6254707,148,59,76,84,92,170
XB-GENE-6254709,2141,1124,1610,1269,1819,2259
XB-GENE-6254710,196,44,140,76,72,177
XB-GENE-6254711,1107,506,566,635,749,996
XB-GENE-6254712,2619,1368,1376,1771,1975,2352
XB-GENE-6254713,21,11,20,21,18,28
XB-GENE-6254714,11,1,3,1,4,3
XB-GENE-6254719,491,332,389,370,486,464
XB-GENE-6254720,0,0,0,0,1,0
XB-GENE-6254721,130,72,102,74,141,159
XB-GENE-6254722,176,79,68,84,94,100
XB-GENE-6254727,213,83,94,150,84,131
XB-GENE-6254729,1947,895,896,1160,1155,1568
XB-GENE-6254732,227,99,121,148,164,175
XB-GENE-6254733,575,394,420,368,597,635
XB-GENE-6254734,51,29,38,41,42,79
XB-GENE-6254735,117,56,83,90,111,146
XB-GENE-6254736,402,206,335,249,453,349
XB-GENE-6254737,367,171,317,191,315,289
XB-GENE-6254738,0,0,0,0,0,0
XB-GENE-6254740,198,85,140,143,131,275
XB-GENE-6254741,167,63,94,120,126,210
XB-GENE-6254829,26,18,31,18,25,39
XB-GENE-6254831,119,65,70,70,76,137
XB-GENE-6254832,307,186,237,203,233,350
XB-GENE-6254837,468,262,267,301,372,446
XB-GENE-6254838,294,129,184,186,205,352
XB-GENE-6254843,152,52,61,98,117,75
XB-GENE-6254849,1600,796,1052,936,1116,1653
XB-GENE-6254850,170,93,222,107,172,249
XB-GENE-6254851,8,2,5,6,13,8
XB-GENE-6254852,450,250,429,295,432,518
XB-GENE-6254853,792,300,331,450,487,647
XB-GENE-6254856,27,12,22,18,24,45
XB-GENE-6254859,1,0,0,0,0,0
XB-GENE-6254864,2,0,4,0,5,2
XB-GENE-6254869,280,149,184,123,102,228
XB-GENE-6254870,191,115,146,160,165,251
XB-GENE-6254872,49,28,25,38,42,38
XB-GENE-6254873,41,26,48,32,39,47
XB-GENE-6254875,1,0,0,0,0,0
XB-GENE-6254876,2,1,0,0,1,1
XB-GENE-6254878,7,4,11,4,9,13
XB-GENE-6254881,0,0,2,58,128,188
XB-GENE-6254884,214,104,145,120,152,163
XB-GENE-6254887,4,1,2,0,0,2
XB-GENE-6254889,44,25,21,31,33,38
XB-GENE-6254892,100,53,58,68,91,125
XB-GENE-6254896,1292,611,852,838,980,1408
XB-GENE-6254897,35,12,25,18,25,36
XB-GENE-6254899,207,154,161,157,204,267
XB-GENE-6254900,349,187,218,204,208,244
XB-GENE-6254901,416,194,175,265,282,281
XB-GENE-6254902,126,70,71,76,82,101
XB-GENE-6254904,5,2,10,2,2,13
XB-GENE-6254907,173,15,13,199,60,59
XB-GENE-6254908,68,37,56,38,56,80
XB-GENE-6254910,78,100,78,54,118,96
XB-GENE-6254911,353,135,225,255,304,449
XB-GENE-6254919,159,79,101,92,125,130
XB-GENE-6254922,0,0,0,0,0,0
XB-GENE-6254925,39,22,60,30,50,87
XB-GENE-6254926,12,12,26,10,17,29
XB-GENE-6254935,264,158,127,163,278,289
XB-GENE-6254936,55,30,70,46,44,83
XB-GENE-6254937,14,6,12,14,23,20
XB-GENE-6254939,216,104,172,165,205,286
XB-GENE-6254940,263,98,148,145,145,244
XB-GENE-6254941,552,264,293,383,445,445
XB-GENE-6254942,378,172,215,212,252,328
XB-GENE-6254943,1015,333,241,615,625,429
XB-GENE-6254944,0,0,0,0,0,1
XB-GENE-6254945,950,473,625,635,807,997
XB-GENE-6254946,74,55,48,72,84,138
XB-GENE-6254947,611,341,361,394,445,518
XB-GENE-6254948,552,193,241,314,284,649
XB-GENE-6254949,24462,12682,22879,17582,20501,34329
XB-GENE-6254950,1184,638,904,808,972,1215
XB-GENE-6254951,22029,12459,19463,10906,23856,17792
XB-GENE-6254952,104,60,70,63,112,119
XB-GENE-6254956,50,32,39,43,45,53
XB-GENE-6254957,191,107,153,125,188,242
XB-GENE-6254961,253,114,156,161,163,253
XB-GENE-6254962,0,0,0,0,0,0
XB-GENE-6254965,0,0,0,0,0,2
XB-GENE-6254968,111,79,49,98,73,111
XB-GENE-6254971,113,53,89,80,82,238
XB-GENE-6254972,65,26,46,45,66,151
XB-GENE-6254974,51,13,50,27,17,118
XB-GENE-6254975,4981,2340,3117,3486,3623,5082
XB-GENE-6254976,244,104,111,160,181,326
XB-GENE-6254981,643,350,403,459,535,602
XB-GENE-6254984,125,86,100,74,136,142
XB-GENE-6254987,167,54,84,119,101,150
XB-GENE-6254992,108,51,66,70,96,126
XB-GENE-6254995,89,40,54,72,71,152
XB-GENE-6254997,307,121,184,164,202,285
XB-GENE-6254998,12,7,10,10,11,17
XB-GENE-6254999,63,19,27,35,28,56
XB-GENE-6255000,179,90,203,96,172,177
XB-GENE-6255001,43,24,18,28,49,36
XB-GENE-6255003,89,40,72,52,86,68
XB-GENE-6255004,1,0,0,0,1,4
XB-GENE-6255005,711,325,651,389,692,620
XB-GENE-6255006,0,0,0,0,0,0
XB-GENE-6255008,163,82,66,140,121,108
XB-GENE-6255010,74,32,36,47,46,65
XB-GENE-6255011,81,34,61,34,61,89
XB-GENE-6255012,77,31,50,48,53,60
XB-GENE-6255013,30,11,26,16,20,42
XB-GENE-6255014,48,31,38,35,56,36
XB-GENE-6255016,47,19,32,31,34,55
XB-GENE-6255018,65,31,56,37,41,66
XB-GENE-6255019,24,13,27,15,12,50
XB-GENE-6255020,31,12,20,14,25,23
XB-GENE-6255021,31,7,5,10,21,11
XB-GENE-6255023,79,44,72,52,64,119
XB-GENE-6255024,11,5,13,2,10,24
XB-GENE-6255027,22,12,22,16,14,24
XB-GENE-6255059,156,74,126,115,134,249
XB-GENE-6255064,41,15,49,20,26,71
XB-GENE-6255067,0,2,2,0,1,2
XB-GENE-6255068,37,15,20,20,22,51
XB-GENE-6255069,29,25,38,20,38,55
XB-GENE-6255070,132,38,65,77,64,111
XB-GENE-6255071,2,2,1,5,5,0
XB-GENE-6255073,115,51,93,72,69,144
XB-GENE-6255074,344,174,200,240,263,338
XB-GENE-6255075,68,45,78,84,97,134
XB-GENE-6255076,110,65,62,62,71,93
XB-GENE-6255082,25,10,12,16,25,16
XB-GENE-6255083,55,18,32,44,74,98
XB-GENE-6255084,0,0,0,0,0,0
XB-GENE-6255086,528,204,196,288,279,267
XB-GENE-6255087,1239,517,494,771,723,886
XB-GENE-6255088,333,192,187,233,243,321
XB-GENE-6255089,179,113,186,184,184,291
XB-GENE-6255095,119,52,71,95,106,131
XB-GENE-6255097,119,50,61,61,67,72
XB-GENE-6255099,107,61,61,83,97,109
XB-GENE-6255100,42,22,22,19,27,39
XB-GENE-6255101,689,229,331,376,348,454
XB-GENE-6255102,320,226,260,205,321,379
XB-GENE-6255104,304,127,186,174,164,275
XB-GENE-6255107,1280,594,621,778,769,939
XB-GENE-6255108,94,44,46,69,67,87
XB-GENE-6255109,91,39,54,57,76,80
XB-GENE-6255110,193,86,144,80,137,205
XB-GENE-6255111,11,4,10,6,14,21
XB-GENE-6255113,115,73,84,83,122,149
XB-GENE-6255116,71,36,66,61,76,148
XB-GENE-6255117,575,297,469,381,539,461
XB-GENE-6255118,222,118,219,195,218,349
XB-GENE-6255120,101,57,60,51,68,67
XB-GENE-6255121,135,76,105,105,125,180
XB-GENE-6255124,2,2,2,3,2,8
XB-GENE-6255127,478,437,285,289,509,474
XB-GENE-6255131,15,8,16,12,15,23
XB-GENE-6255138,233,109,115,147,175,148
XB-GENE-6255141,157,88,166,82,134,195
XB-GENE-6255145,203,111,172,147,173,356
XB-GENE-6255146,132,45,60,79,55,89
XB-GENE-6255154,16,3,11,4,4,12
XB-GENE-6255156,157,80,106,93,112,170
XB-GENE-6255157,71,44,49,46,49,91
XB-GENE-6255160,1,1,4,0,2,11
XB-GENE-6255163,3,1,1,2,2,5
XB-GENE-6255166,140,100,136,127,139,230
XB-GENE-6255168,450,257,532,208,479,510
XB-GENE-6255169,27,12,26,20,19,36
XB-GENE-6255171,186,116,125,118,124,144
XB-GENE-6255172,450,251,471,331,387,758
XB-GENE-6255173,137,133,201,137,158,239
XB-GENE-6255174,1044,876,539,607,1040,656
XB-GENE-6255176,72,71,79,60,83,148
XB-GENE-6255183,500,223,322,381,425,624
XB-GENE-6255185,127,70,74,89,88,142
XB-GENE-6255186,823,648,705,460,456,591
XB-GENE-6255187,206,79,85,99,115,124
XB-GENE-6255194,396,155,144,251,262,264
XB-GENE-6255195,2106,1109,1916,1450,1681,2276
XB-GENE-6255196,2,3,30,2,3,40
XB-GENE-6255198,888,438,672,652,726,877
XB-GENE-6255201,139,77,294,150,284,386
XB-GENE-6255203,214,92,131,117,122,177
XB-GENE-6255205,0,0,0,0,0,0
XB-GENE-6255206,1,1,0,0,0,0
XB-GENE-6255207,1651,1179,2705,1657,2243,4419
XB-GENE-6255208,384,217,363,268,301,638
XB-GENE-6255209,389,237,301,258,345,467
XB-GENE-6255213,648,253,507,453,377,594
XB-GENE-6255218,593,232,325,438,361,517
XB-GENE-6255222,267,166,140,216,303,233
XB-GENE-6255225,29,36,47,20,37,73
XB-GENE-6255227,24,9,13,17,30,68
XB-GENE-6255228,4,4,13,6,8,25
XB-GENE-6255229,99,44,74,66,79,125
XB-GENE-6255230,6,1,3,3,3,7
XB-GENE-6255231,16,5,7,11,11,8
XB-GENE-6255234,268,114,116,212,221,239
XB-GENE-6255238,418,254,353,279,423,513
XB-GENE-6255242,0,0,0,1,0,1
XB-GENE-6255244,5,1,3,1,3,4
XB-GENE-6255245,45,13,13,19,18,25
XB-GENE-6255248,737,335,442,421,474,697
XB-GENE-6255249,0,0,0,0,0,0
XB-GENE-6255251,7,11,6,6,12,18
XB-GENE-6255252,179,77,98,109,127,166
XB-GENE-6255254,68,47,61,44,59,90
XB-GENE-6255255,336,208,219,230,329,444
XB-GENE-6255262,109,48,55,54,85,121
XB-GENE-6255263,19,16,23,23,19,31
XB-GENE-6255266,134,75,68,96,86,110
XB-GENE-6255271,0,0,1,0,1,1
XB-GENE-6255277,316,116,91,235,199,129
XB-GENE-6255280,15,4,11,11,17,56
XB-GENE-6255285,58,42,22,45,17,28
XB-GENE-6255286,123,64,111,70,93,112
XB-GENE-6255288,216,100,131,185,211,248
XB-GENE-6255290,150,80,122,142,145,243
XB-GENE-6255292,0,0,0,0,0,0
XB-GENE-6255293,13,12,19,8,10,19
XB-GENE-6255294,369,208,252,259,257,346
XB-GENE-6255295,360,173,219,237,285,381
XB-GENE-6255297,192,56,89,105,84,196
XB-GENE-6255300,2230,883,1050,1281,1416,1766
XB-GENE-6255301,1,0,0,0,0,0
XB-GENE-6255302,73,31,57,72,72,91
XB-GENE-6255305,55,20,29,32,37,37
XB-GENE-6255306,43,22,35,29,53,82
XB-GENE-6255310,1,0,0,0,1,1
XB-GENE-6255312,0,1,0,0,0,0
XB-GENE-6255313,9,5,10,7,10,27
XB-GENE-6255314,82,42,38,50,46,81
XB-GENE-6255315,445,233,331,282,449,438
XB-GENE-6255316,282,139,164,180,194,273
XB-GENE-6255319,826,407,509,572,562,734
XB-GENE-6255320,291,180,281,189,246,421
XB-GENE-6255325,231,108,159,182,103,212
XB-GENE-6255326,1803,1044,1323,1233,1491,1939
XB-GENE-6255327,200,84,110,155,214,279
XB-GENE-6255328,49,27,27,22,35,48
XB-GENE-6255333,112,44,58,75,69,110
XB-GENE-6255335,114,55,81,66,94,89
XB-GENE-6255336,625,320,464,424,412,793
XB-GENE-6255337,140,57,62,81,104,90
XB-GENE-6255338,0,0,0,0,0,1
XB-GENE-6255342,5,3,1,2,2,1
XB-GENE-6255343,231,112,109,138,161,209
XB-GENE-6255345,119,59,75,71,91,138
XB-GENE-6255346,41,20,22,18,23,31
XB-GENE-6255349,241,94,124,189,170,239
XB-GENE-6255350,106,51,83,83,95,134
XB-GENE-6255351,20,11,8,20,16,24
XB-GENE-6255354,332,210,301,231,322,457
XB-GENE-6255356,99,38,54,57,57,80
XB-GENE-6255358,61,23,51,28,43,85
XB-GENE-6255359,1,2,12,54,143,348
XB-GENE-6255360,0,0,0,0,0,0
XB-GENE-6255361,126,50,65,83,89,143
XB-GENE-6255362,361,189,215,233,305,323
XB-GENE-6255363,163,83,124,123,138,140
XB-GENE-6255364,66,43,67,31,50,85
XB-GENE-6255366,84,48,73,46,64,121
XB-GENE-6255368,148,76,78,90,66,115
XB-GENE-6255369,156,171,211,127,254,263
XB-GENE-6255370,31,14,30,36,30,50
XB-GENE-6255373,110,43,56,62,83,69
XB-GENE-6255374,546,409,388,376,544,524
XB-GENE-6255375,8,37,28,11,38,73
XB-GENE-6255376,28,18,31,26,40,46
XB-GENE-6255377,111,56,86,70,111,117
XB-GENE-6255378,220,104,124,174,113,205
XB-GENE-6255379,75,35,31,40,41,63
XB-GENE-6255380,49,27,29,37,22,52
XB-GENE-6255385,777,348,461,548,569,860
XB-GENE-6255394,74,28,34,55,52,79
XB-GENE-6255395,144,91,101,109,149,192
XB-GENE-6255398,10,5,10,11,13,15
XB-GENE-6255400,188,81,117,83,104,106
XB-GENE-6255401,26,14,33,17,26,47
XB-GENE-6255407,1425,738,1354,700,1354,1263
XB-GENE-6255409,999,392,530,594,728,740
XB-GENE-6255411,46,32,51,26,38,62
XB-GENE-6255413,413,195,224,295,259,393
XB-GENE-6255414,1174,744,1170,773,1217,1586
XB-GENE-6255415,1166,536,593,730,778,875
XB-GENE-6255417,584,287,367,432,496,675
XB-GENE-6255419,434,236,374,276,427,454
XB-GENE-6255422,199,129,143,118,163,195
XB-GENE-6255423,178,39,79,90,67,135
XB-GENE-6255426,190,149,228,139,223,279
XB-GENE-6255427,32,21,18,24,29,34
XB-GENE-6255430,0,0,0,0,0,1
XB-GENE-6255431,10,5,7,5,11,10
XB-GENE-6255435,0,0,0,3,26,18
XB-GENE-6255439,11,8,9,13,15,24
XB-GENE-6255443,5353,3684,2270,2942,4830,3921
XB-GENE-6255445,82,65,90,48,81,105
XB-GENE-6255446,469,222,248,328,379,516
XB-GENE-6255452,4,0,10,3,10,18
XB-GENE-6255453,568,239,349,342,309,706
XB-GENE-6255456,965,430,408,622,709,724
XB-GENE-6255465,160,81,107,93,130,139
XB-GENE-6255466,64,29,51,28,43,68
XB-GENE-6255468,0,0,1,0,0,0
XB-GENE-6255469,156,87,105,107,132,161
XB-GENE-6255472,68,33,54,39,61,87
XB-GENE-6255475,0,0,0,0,0,1
XB-GENE-6255479,125,48,75,114,115,148
XB-GENE-6255480,548,754,925,392,987,1095
XB-GENE-6255481,122,53,72,69,96,91
XB-GENE-6255483,8,17,37,25,102,80
XB-GENE-6255484,92671,53160,59627,63373,72552,84457
XB-GENE-6255485,993,428,678,615,777,1209
XB-GENE-6255486,40,28,40,29,44,59
XB-GENE-6255487,117,94,88,86,71,127
XB-GENE-6255488,7,0,1,0,2,0
XB-GENE-6255489,274,107,235,172,146,364
XB-GENE-6255495,0,0,0,0,0,0
XB-GENE-6255497,735,422,880,381,766,791
XB-GENE-6255498,85,29,33,50,56,43
XB-GENE-6255499,141,42,60,100,78,79
XB-GENE-6255502,230,125,155,146,152,225
XB-GENE-6255504,1467,1205,1060,945,2791,1935
XB-GENE-6255506,91,74,91,111,142,206
XB-GENE-6255507,167,60,79,119,106,140
XB-GENE-6255508,16,22,21,9,22,11
XB-GENE-6255518,11,5,7,9,10,10
XB-GENE-6255521,208,106,116,201,190,203
XB-GENE-6255522,105,47,71,62,62,115
XB-GENE-6255523,489,313,327,338,448,521
XB-GENE-6255524,0,0,0,0,0,0
XB-GENE-6255526,0,0,0,0,0,0
XB-GENE-6255528,346,114,174,177,170,242
XB-GENE-6255529,0,0,0,0,1,0
XB-GENE-6255530,135,91,81,93,116,134
XB-GENE-6255531,146,51,47,68,69,93
XB-GENE-6255533,75,39,64,45,60,102
XB-GENE-6255534,220,106,159,178,138,347
XB-GENE-6255538,263,105,230,151,197,321
XB-GENE-6255540,340,157,186,189,198,258
XB-GENE-6255541,37,18,17,28,14,21
XB-GENE-6255546,0,0,0,0,0,0
XB-GENE-6255548,572,147,262,257,279,346
XB-GENE-6255556,1099,494,504,602,739,1026
XB-GENE-6255557,1496,451,599,785,732,770
XB-GENE-6255558,40,20,37,21,23,34
XB-GENE-6255559,3,2,1,0,0,2
XB-GENE-6255560,288,119,71,171,223,139
XB-GENE-6255563,692,346,389,404,456,622
XB-GENE-6255568,415,155,280,240,270,426
XB-GENE-6255570,31,20,27,26,41,46
XB-GENE-6255573,349,152,226,322,341,408
XB-GENE-6255574,22,11,49,15,14,41
XB-GENE-6255579,155,89,104,92,115,201
XB-GENE-6255584,237,139,203,209,291,494
XB-GENE-6255585,662,448,381,377,472,778
XB-GENE-6255587,235,124,165,160,163,251
XB-GENE-6255591,242,170,166,193,216,220
XB-GENE-6255595,126,46,59,76,69,120
XB-GENE-6255596,267,165,194,184,228,311
XB-GENE-6255600,799,443,616,579,815,919
XB-GENE-6255604,311,134,209,196,204,297
XB-GENE-6255605,377,160,157,244,274,306
XB-GENE-6255606,135,81,94,90,118,186
XB-GENE-6255609,112,66,69,84,94,132
XB-GENE-6255610,109,47,114,61,62,223
XB-GENE-6255612,112,51,94,87,121,275
XB-GENE-6255615,0,0,5,2,2,64
XB-GENE-6255616,68,28,46,54,41,59
XB-GENE-6255619,1551,919,1184,984,1218,1520
XB-GENE-6255621,230,95,131,155,164,222
XB-GENE-6255622,27,13,12,19,23,25
XB-GENE-6255653,80,36,44,62,65,67
XB-GENE-6255655,0,0,0,0,0,2
XB-GENE-6255656,0,0,0,0,0,0
XB-GENE-6255657,83,29,39,56,53,58
XB-GENE-6255661,768,350,473,454,570,626
XB-GENE-6255663,51,30,70,33,51,111
XB-GENE-6255665,173,24,67,57,0,117
XB-GENE-6255668,0,0,6,0,0,12
XB-GENE-6255669,154,52,137,103,76,268
XB-GENE-6255670,0,0,0,1,0,1
XB-GENE-6255672,21,11,11,11,16,19
XB-GENE-6255674,56,42,143,34,59,246
XB-GENE-6255676,0,0,1,0,1,1
XB-GENE-6255683,526,254,439,331,416,678
XB-GENE-6255684,745,472,537,474,687,872
XB-GENE-6255688,0,0,2,0,0,1
XB-GENE-6255689,353,198,292,259,284,417
XB-GENE-6255690,1,1,0,1,0,0
XB-GENE-6255691,39,18,22,29,38,44
XB-GENE-6255696,43,26,27,24,51,57
XB-GENE-6255697,190,115,105,119,148,161
XB-GENE-6255699,50,23,45,52,61,101
XB-GENE-6255700,74,24,35,55,65,91
XB-GENE-6255701,796,387,509,585,676,782
XB-GENE-6255702,1,1,0,0,1,2
XB-GENE-6255703,284,154,157,231,202,274
XB-GENE-6255704,298,161,223,156,252,214
XB-GENE-6255705,110,78,64,79,98,95
XB-GENE-6255708,21,12,12,5,13,22
XB-GENE-6255709,59,38,67,42,54,113
XB-GENE-6255714,545,279,414,332,360,571
XB-GENE-6255715,209,108,152,130,161,169
XB-GENE-6255716,0,0,0,0,7,0
XB-GENE-6255719,70,37,46,46,85,93
XB-GENE-6255726,123,54,74,75,91,135
XB-GENE-6255728,98,28,50,78,97,178
XB-GENE-6255734,163,73,146,96,133,204
XB-GENE-6255736,2,0,0,27,36,79
XB-GENE-6255737,35,23,33,24,39,36
XB-GENE-6255738,5,2,2,1,4,1
XB-GENE-6255742,890,577,576,617,729,641
XB-GENE-6255743,88,43,64,44,58,84
XB-GENE-6255746,95,20,23,51,42,65
XB-GENE-6255748,719,327,440,526,490,814
XB-GENE-6255749,240,102,149,131,120,205
XB-GENE-6255752,472,161,301,261,236,443
XB-GENE-6255754,92,93,88,69,91,78
XB-GENE-6255755,0,0,0,0,1,1
XB-GENE-6255756,62,51,80,41,58,104
XB-GENE-6255759,194,127,128,124,174,163
XB-GENE-6255762,1572,628,808,1463,1297,1936
XB-GENE-6255763,1053,430,529,554,679,699
XB-GENE-6255765,60,41,49,55,37,90
XB-GENE-6255767,606,272,288,370,401,430
XB-GENE-6255773,2096,698,1194,1704,1493,2441
XB-GENE-6255778,373,111,154,184,182,218
XB-GENE-6255781,5336,2461,3340,3423,3898,4526
XB-GENE-6255786,198,97,122,135,115,180
XB-GENE-6255787,0,0,0,0,0,0
XB-GENE-6255788,6,2,1,4,7,6
XB-GENE-6255790,6,1,1,5,5,13
XB-GENE-6255792,46,23,24,49,34,75
XB-GENE-6255794,4,4,2,3,11,9
XB-GENE-6255799,4,4,7,1,8,5
XB-GENE-6255801,0,0,0,0,0,0
XB-GENE-6255805,229,145,151,146,215,199
XB-GENE-6255807,5113,1952,2512,3406,3359,3941
XB-GENE-6255811,5,1,5,6,1,9
XB-GENE-6255814,79,7,10,38,32,110
XB-GENE-6255815,0,0,0,0,0,0
XB-GENE-6255818,168,92,171,112,140,285
XB-GENE-6255820,0,0,0,0,0,0
XB-GENE-6255821,794,502,787,473,795,1445
XB-GENE-6255824,0,0,0,0,1,0
XB-GENE-6255826,302,167,233,222,295,401
XB-GENE-6255827,5,2,2,0,4,1
XB-GENE-6255831,144,62,91,99,82,122
XB-GENE-6255832,416,177,240,293,345,437
XB-GENE-6255833,2,3,0,0,1,0
XB-GENE-6255834,59,41,58,55,89,73
XB-GENE-6255839,227,210,400,144,374,398
XB-GENE-6255840,2,5,3,1,2,16
XB-GENE-6255841,10,4,6,3,8,15
XB-GENE-6255842,2,0,1,2,4,4
XB-GENE-6255844,105,48,63,64,103,122
XB-GENE-6255845,402,133,292,206,220,374
XB-GENE-6255849,43,23,23,28,18,26
XB-GENE-6255850,2,1,3,0,2,4
XB-GENE-6255853,376,111,203,240,207,338
XB-GENE-6255854,168,63,90,95,111,174
XB-GENE-6255863,27,12,60,15,17,79
XB-GENE-6255864,5,14,9,8,13,13
XB-GENE-6255865,162,58,68,132,136,183
XB-GENE-6255866,517,230,385,310,317,599
XB-GENE-6255870,68,40,45,44,54,99
XB-GENE-6255871,147,70,96,69,61,81
XB-GENE-6255873,291,193,231,210,298,310
XB-GENE-6255874,27,8,18,14,18,27
XB-GENE-6255879,38,14,31,20,33,32
XB-GENE-6255880,139,76,70,95,104,128
XB-GENE-6255881,48,25,36,40,45,81
XB-GENE-6255882,145,41,55,90,69,79
XB-GENE-6255884,179,105,130,107,182,134
XB-GENE-6255885,189,78,113,147,153,218
XB-GENE-6255886,1121,649,613,950,933,1019
XB-GENE-6255887,182,82,128,132,186,290
XB-GENE-6255888,36,19,23,24,29,46
XB-GENE-6255889,35,17,22,29,33,40
XB-GENE-6255890,82,49,74,39,66,97
XB-GENE-6255891,82,37,72,44,39,113
XB-GENE-6255892,129,50,81,73,96,127
XB-GENE-6255893,54,23,28,48,34,64
XB-GENE-6255894,63,32,45,28,57,82
XB-GENE-6255895,527,288,319,295,286,365
XB-GENE-6255896,112,52,79,54,90,112
XB-GENE-6255898,94,48,34,54,76,82
XB-GENE-6255908,248,116,126,157,164,195
XB-GENE-6255910,1,1,1,4,3,8
XB-GENE-6255913,561,197,294,301,291,436
XB-GENE-6255923,0,0,0,0,0,3
XB-GENE-6255924,144,108,119,109,144,180
XB-GENE-6255925,308,160,172,201,227,292
XB-GENE-6255926,1045,437,472,666,749,789
XB-GENE-6255928,70,38,39,59,56,99
XB-GENE-6255929,49,47,67,34,61,87
XB-GENE-6255931,155,93,97,103,107,151
XB-GENE-6255932,85,49,87,48,62,107
XB-GENE-6255934,48,29,51,30,50,57
XB-GENE-6255936,423,277,463,238,423,477
XB-GENE-6255939,248,141,194,164,189,242
XB-GENE-6255940,126,98,164,72,177,287
XB-GENE-6255941,94,60,71,61,65,103
XB-GENE-6255942,43,13,33,19,25,29
XB-GENE-6255943,0,0,0,0,1,7
XB-GENE-6255945,297,140,159,175,191,293
XB-GENE-6255946,41,30,36,33,46,75
XB-GENE-6255947,41,37,41,21,47,56
XB-GENE-6255955,91,63,53,48,68,58
XB-GENE-6255957,0,0,0,0,0,0
XB-GENE-6255960,80,58,131,70,83,227
XB-GENE-6255962,181,77,93,113,131,164
XB-GENE-6255963,15,8,18,12,15,21
