LID,TID,pid,x.position,y.position,time,track.length,euclidean.distance,jump.distance,velocity,clone,starting.x,starting.y,normalised.x,normalised.y
4,18,30,763.801,753.081,4370,348.315,264.802,27.625,1.201,A,515.007,662.407,248.7940000000001,90.67399999999998
4,18,31,774.521,746.381,4393,360.956,272.761,12.642,0.55,A,515.007,662.407,259.514,83.97399999999993
4,18,32,778.541,739.681,4416,368.77,274.629,7.813,0.34,A,515.007,662.407,263.5340000000001,77.274
4,18,33,785.241,737.001,4439,375.986,280.34,7.216,0.314,A,515.007,662.407,270.23400000000004,74.59399999999994
4,18,34,793.281,735.661,4462,384.137,287.754,8.151,0.354,A,515.007,662.407,278.274,73.2539999999999
4,18,35,806.681,727.621,4485,399.764,298.875,15.627,0.679,A,515.007,662.407,291.6740000000001,65.21399999999994
4,18,36,814.721,715.561,4508,414.258,304.39,14.494,0.63,A,515.007,662.407,299.71400000000006,53.153999999999996
4,18,37,826.781,702.161,4531,432.286,314.298,18.028,0.784,A,515.007,662.407,311.774,39.753999999999905
4,18,38,841.521,691.441,4554,450.512,327.802,18.226,0.792,A,515.007,662.407,326.514,29.033999999999992
4,18,39,862.961,679.381,4577,475.111,348.367,24.599,1.07,A,515.007,662.407,347.95400000000006,16.973999999999933
4,18,40,873.681,671.341,4600,488.511,358.785,13.4,0.583,A,515.007,662.407,358.6740000000001,8.933999999999969
4,18,41,887.081,663.301,4623,504.138,372.075,15.627,0.679,A,515.007,662.407,372.07400000000007,0.8940000000000055
4,18,42,891.101,671.341,4646,513.127,376.2,8.989,0.391,A,515.007,662.407,376.09400000000005,8.933999999999969
4,18,43,909.861,672.681,4669,531.935,394.987,18.808,0.818,A,515.007,662.407,394.85400000000004,10.274000000000001
4,18,44,916.561,680.721,4692,542.401,401.971,10.466,0.455,A,515.007,662.407,401.5540000000001,18.313999999999965
4,18,45,929.961,680.721,4715,555.801,415.358,13.4,0.583,A,515.007,662.407,414.95400000000006,18.313999999999965
4,18,46,942.021,680.721,4738,567.861,427.406,12.06,0.524,A,515.007,662.407,427.014,18.313999999999965
4,18,47,950.061,682.061,4761,576.012,435.497,8.151,0.354,A,515.007,662.407,435.0540000000001,19.653999999999996
4,18,48,955.421,684.741,4784,582.004,440.98,5.993,0.261,A,515.007,662.407,440.4140000000001,22.333999999999946
4,18,49,943.361,683.401,4807,594.138,428.868,12.134,0.528,A,515.007,662.407,428.35400000000004,20.993999999999915
4,18,50,951.848,683.847,4830,602.637,437.366,8.498,0.369,A,515.007,662.407,436.841,21.43999999999994
4,18,51,951.848,683.847,4853,602.637,437.366,0,0,A,515.007,662.407,436.841,21.43999999999994
4,18,52,964.354,693.674,4876,618.542,450.434,15.905,0.692,A,515.007,662.407,449.3470000000001,31.26699999999994
4,18,53,982.221,697.247,4899,636.763,468.511,18.221,0.792,A,515.007,662.407,467.21400000000006,34.83999999999992
4,18,54,995.621,708.861,4922,654.495,482.853,17.732,0.771,A,515.007,662.407,480.61400000000003,46.45399999999995
4,18,55,999.194,717.794,4945,664.116,487.345,9.622,0.418,A,515.007,662.407,484.187,55.386999999999944
4,18,56,1006.341,716.901,4968,671.319,494.346,7.202,0.313,A,515.007,662.407,491.33400000000006,54.493999999999915
4,18,57,1017.061,728.514,4991,687.123,506.387,15.805,0.687,A,515.007,662.407,502.0540000000001,66.10699999999997
4,18,58,1027.781,743.701,5014,705.712,519.178,18.589,0.808,A,515.007,662.407,512.774,81.29399999999998
4,18,59,1035.821,749.954,5037,715.898,528.121,10.186,0.443,A,515.007,662.407,520.814,87.54699999999991
4,18,60,1038.501,756.207,5060,722.701,531.831,6.803,0.296,A,515.007,662.407,523.494,93.79999999999995
4,18,61,1042.074,776.754,5083,743.557,539.328,20.855,0.907,A,515.007,662.407,527.0670000000001,114.34699999999998
4,18,62,1048.328,768.714,5106,753.742,543.812,10.186,0.443,A,515.007,662.407,533.321,106.30700000000002
4,18,63,1052.794,775.861,5129,762.17,549.624,8.428,0.366,A,515.007,662.407,537.7870000000001,113.45399999999995
4,18,64,1054.581,775.861,5152,763.956,551.372,1.787,0.078,A,515.007,662.407,539.574,113.45399999999995
4,18,65,1054.581,775.861,5175,763.956,551.372,0,0,A,515.007,662.407,539.574,113.45399999999995
4,18,66,1059.941,769.607,5198,772.193,555.378,8.236,0.358,A,515.007,662.407,544.9340000000001,107.19999999999993
4,18,67,1061.728,774.967,5221,777.843,558.187,5.65,0.246,A,515.007,662.407,546.7210000000001,112.55999999999995
4,18,68,1063.514,757.101,5244,795.798,556.621,17.956,0.781,A,515.007,662.407,548.507,94.69399999999996
4,18,69,1073.341,747.274,5267,809.695,564.747,13.897,0.604,A,515.007,662.407,558.334,84.86699999999996
4,18,70,1071.554,754.421,5290,817.062,564.102,7.367,0.32,A,515.007,662.407,556.5470000000001,92.01400000000001
4,18,71,1070.661,762.461,5313,825.151,564.59,8.089,0.352,A,515.007,662.407,555.6540000000001,100.05399999999997
4,18,72,1066.194,776.754,5336,840.126,562.923,14.975,0.651,A,515.007,662.407,551.187,114.34699999999998
4,18,73,1060.834,779.434,5359,846.119,558.232,5.993,0.261,A,515.007,662.407,545.8270000000001,117.02699999999993
4,18,74,1058.154,788.367,5382,855.446,557.561,9.327,0.406,A,515.007,662.407,543.147,125.95999999999992
4,18,75,1054.581,792.834,5405,861.166,555.114,5.72,0.249,A,515.007,662.407,539.574,130.4269999999999
4,18,76,1067.088,792.834,5428,873.673,567.278,12.507,0.544,A,515.007,662.407,552.081,130.4269999999999
4,18,77,1068.874,798.194,5451,879.323,570.269,5.65,0.246,A,515.007,662.407,553.8670000000001,135.78699999999992
4,18,78,1070.661,801.767,5474,883.318,572.863,3.995,0.174,A,515.007,662.407,555.6540000000001,139.36
4,18,79,1073.341,806.234,5497,888.527,576.561,5.209,0.226,A,515.007,662.407,558.334,143.827
4,18,80,1063.514,802.661,5520,898.983,566.155,10.456,0.455,A,515.007,662.407,548.507,140.2539999999999
4,18,81,1059.941,807.127,5543,904.703,563.823,5.72,0.249,A,515.007,662.407,544.9340000000001,144.7199999999999
4,18,82,1054.581,816.061,5566,915.121,561.025,10.418,0.453,A,515.007,662.407,539.574,153.654
4,18,83,1043.861,827.674,5589,930.926,554.075,15.805,0.687,A,515.007,662.407,528.8540000000002,165.26699999999994
4,18,84,1037.608,833.034,5612,939.162,549.75,8.236,0.358,A,515.007,662.407,522.601,170.62699999999995
4,18,85,1037.608,833.034,5635,939.162,549.75,0,0,A,515.007,662.407,522.601,170.62699999999995
4,18,86,1037.608,833.034,5658,939.162,549.75,0,0,A,515.007,662.407,522.601,170.62699999999995
4,18,87,1046.541,826.781,5681,950.066,556.369,10.905,0.474,A,515.007,662.407,531.534,164.3739999999999
4,18,88,1049.221,816.061,5704,961.116,555.872,11.05,0.48,A,515.007,662.407,534.214,153.654
4,18,89,1043.861,824.101,5727,970.779,553.02,9.663,0.42,A,515.007,662.407,528.8540000000002,161.69399999999996
4,19,1,524.275,653.586,3703,0,0,NA,NA,A,524.275,653.586,0,0
4,19,2,525.615,641.191,3726,12.467,12.467,12.467,0.542,A,524.275,653.586,1.3400000000000318,-12.394999999999982
4,19,3,530.305,634.491,3749,20.646,20.025,8.178,0.356,A,524.275,653.586,6.029999999999973,-19.095000000000027
4,19,4,529.3,629.466,3772,25.77,24.638,5.125,0.223,A,524.275,653.586,5.024999999999977,-24.120000000000005
4,19,5,516.905,618.411,3795,42.379,35.939,16.609,0.722,A,524.275,653.586,-7.3700000000000045,-35.17500000000007
4,19,6,501.495,616.066,3818,57.966,43.894,15.587,0.678,A,524.275,653.586,-22.779999999999973,-37.51999999999998
4,19,7,498.48,619.527,3841,62.557,42.724,4.591,0.2,A,524.275,653.586,-25.79499999999996,-34.05899999999997
4,19,8,494.014,618.634,3864,67.112,46.232,4.555,0.198,A,524.275,653.586,-30.260999999999967,-34.952
4,19,9,485.08,624.887,3887,78.017,48.578,10.905,0.474,A,524.275,653.586,-39.19499999999999,-28.69900000000007
4,19,10,474.807,631.141,3910,90.043,54.322,12.027,0.523,A,524.275,653.586,-49.46799999999996,-22.44500000000005
4,19,11,470.34,646.327,3933,105.873,54.421,15.83,0.688,A,524.275,653.586,-53.935,-7.2590000000000146
4,19,12,464.087,651.241,3956,113.826,60.234,7.953,0.346,A,524.275,653.586,-60.18799999999999,-2.3450000000000273
4,19,13,456.047,670.894,3979,135.06,70.39,21.234,0.923,A,524.275,653.586,-68.22799999999995,17.307999999999993
4,19,14,452.474,679.827,4002,144.682,76.447,9.622,0.418,A,524.275,653.586,-71.80099999999999,26.240999999999985
4,19,15,450.687,687.867,4025,152.918,81.182,8.236,0.358,A,524.275,653.586,-73.58799999999997,34.28099999999995
4,19,16,441.307,699.927,4048,168.196,95.033,15.278,0.664,A,524.275,653.586,-82.96799999999996,46.34100000000001
4,19,17,440.19,708.191,4071,176.535,100.26,8.338,0.363,A,524.275,653.586,-84.08499999999998,54.60500000000002
4,19,18,448.23,716.231,4094,187.905,98.525,11.37,0.494,A,524.275,653.586,-76.04499999999996,62.64499999999998
4,19,19,449.57,732.311,4117,204.041,108.529,16.136,0.702,A,524.275,653.586,-74.70499999999998,78.72500000000002
4,19,20,445.55,754.421,4140,226.513,127.927,22.473,0.977,A,524.275,653.586,-78.72499999999997,100.83500000000004
4,19,21,443.54,761.791,4163,234.152,135.006,7.639,0.332,A,524.275,653.586,-80.73499999999996,108.20500000000004
4,19,22,449.57,767.821,4186,242.68,136.494,8.528,0.371,A,524.275,653.586,-74.70499999999998,114.23500000000001
4,19,23,462.97,766.481,4209,256.147,128.466,13.467,0.586,A,524.275,653.586,-61.30499999999995,112.89499999999998
4,19,24,483.07,764.471,4232,276.347,118.294,20.2,0.878,A,524.275,653.586,-41.204999999999984,110.88499999999999
4,19,25,495.13,773.851,4255,291.626,123.746,15.278,0.664,A,524.275,653.586,-29.144999999999982,120.26499999999999
4,19,26,501.83,790.601,4278,309.666,138.841,18.04,0.784,A,524.275,653.586,-22.444999999999993,137.015
4,19,27,503.17,793.281,4301,312.662,141.28,2.996,0.13,A,524.275,653.586,-21.10499999999996,139.69499999999994
4,19,28,501.16,807.351,4324,326.875,155.493,14.213,0.618,A,524.275,653.586,-23.114999999999952,153.765
4,19,29,498.48,812.041,4347,332.277,160.541,5.402,0.235,A,524.275,653.586,-25.79499999999996,158.45500000000004
4,19,30,493.79,818.741,4370,340.455,167.945,8.178,0.356,A,524.275,653.586,-30.484999999999957,165.15499999999997
4,19,31,480.39,826.111,4393,355.748,178.019,15.293,0.665,A,524.275,653.586,-43.88499999999999,172.52499999999998
4,19,32,452.25,834.151,4416,385.014,194.4,29.266,1.272,A,524.275,653.586,-72.02499999999998,180.56499999999994
4,19,33,440.86,840.181,4439,397.902,204.391,12.888,0.56,A,524.275,653.586,-83.41499999999996,186.59500000000003
4,19,34,420.09,829.461,4462,421.275,204.418,23.373,1.016,A,524.275,653.586,-104.185,175.875
4,19,35,393.29,828.121,4485,448.109,218.219,26.834,1.167,A,524.275,653.586,-130.98499999999996,174.53499999999997
4,19,36,367.16,834.821,4508,475.084,239.857,26.975,1.173,A,524.275,653.586,-157.11499999999995,181.235
4,19,37,357.334,833.927,4531,484.951,245.749,9.867,0.429,A,524.275,653.586,-166.94099999999997,180.341
4,19,38,340.807,818.741,4554,507.396,246.854,22.445,0.976,A,524.275,653.586,-183.46799999999996,165.15499999999997
4,19,39,347.954,820.974,4577,514.884,243.122,7.488,0.326,A,524.275,653.586,-176.32099999999997,167.38800000000003
4,19,40,355.547,819.634,4600,522.594,236.731,7.711,0.335,A,524.275,653.586,-168.72799999999995,166.048
4,19,41,362.694,821.867,4623,530.082,233.297,7.488,0.326,A,524.275,653.586,-161.58099999999996,168.28099999999995
4,19,42,371.18,820.527,4646,538.674,226.512,8.592,0.374,A,524.275,653.586,-153.09499999999997,166.94100000000003
4,19,43,369.84,818.741,4669,540.907,226.112,2.233,0.097,A,524.275,653.586,-154.435,165.15499999999997
4,19,44,373.414,828.567,4692,551.363,231.037,10.456,0.455,A,524.275,653.586,-150.861,174.981
4,19,45,376.094,835.267,4715,558.579,234.449,7.216,0.314,A,524.275,653.586,-148.18099999999998,181.68100000000004
4,19,46,379.22,841.967,4738,565.973,237.758,7.394,0.321,A,524.275,653.586,-145.05499999999995,188.38099999999997
4,19,47,383.687,854.921,4761,579.675,245.563,13.702,0.596,A,524.275,653.586,-140.58799999999997,201.33500000000004
4,19,48,388.6,864.747,4784,590.661,250.992,10.987,0.478,A,524.275,653.586,-135.67499999999995,211.16099999999994
4,19,49,397.087,877.254,4807,605.776,257.302,15.114,0.657,A,524.275,653.586,-127.18799999999999,223.668
4,19,50,413.167,879.934,4830,622.078,252.148,16.302,0.709,A,524.275,653.586,-111.108,226.34799999999996
4,19,51,417.187,884.401,4853,628.087,254.448,6.009,0.261,A,524.275,653.586,-107.08799999999997,230.81499999999994
4,19,52,426.12,894.674,4876,641.701,260.304,13.614,0.592,A,524.275,653.586,-98.15499999999997,241.08799999999997
4,19,53,434.16,901.374,4899,652.167,263.666,10.466,0.455,A,524.275,653.586,-90.11499999999995,247.788
4,19,54,442.2,909.861,4922,663.857,269.097,11.69,0.508,A,524.275,653.586,-82.07499999999999,256.275
4,19,55,450.24,913.211,4945,672.567,269.975,8.71,0.379,A,524.275,653.586,-74.03499999999997,259.625
4,19,56,456.94,915.221,4968,679.562,270.161,6.995,0.304,A,524.275,653.586,-67.33499999999998,261.635
4,19,57,466.32,934.651,4991,701.138,286.978,21.576,0.938,A,524.275,653.586,-57.954999999999984,281.06499999999994
4,19,58,460.96,947.381,5014,714.95,300.54,13.812,0.601,A,524.275,653.586,-63.315,293.79499999999996
4,19,59,429.47,964.801,5037,750.937,325.335,35.987,1.565,A,524.275,653.586,-94.80499999999995,311.21500000000003
4,19,60,426.12,962.791,5060,754.844,324.411,3.907,0.17,A,524.275,653.586,-98.15499999999997,309.20500000000004
4,19,61,417.41,964.801,5083,763.783,329.052,8.939,0.389,A,524.275,653.586,-106.86499999999995,311.21500000000003
4,19,62,415.4,964.801,5106,765.793,329.71,2.01,0.087,A,524.275,653.586,-108.875,311.21500000000003
4,19,63,404.01,964.801,5129,777.183,333.644,11.39,0.495,A,524.275,653.586,-120.26499999999999,311.21500000000003
4,19,64,402.67,969.491,5152,782.061,338.503,4.878,0.212,A,524.275,653.586,-121.60499999999996,315.905
4,19,65,390.61,970.831,5175,794.195,344.254,12.134,0.528,A,524.275,653.586,-133.66499999999996,317.245
4,19,66,367.16,979.541,5198,819.21,361.845,25.015,1.088,A,524.275,653.586,-157.11499999999995,325.95500000000004
4,19,67,360.46,984.901,5221,827.791,369.601,8.58,0.373,A,524.275,653.586,-163.815,331.31499999999994
4,19,68,365.82,990.261,5244,835.371,372.1,7.58,0.33,A,524.275,653.586,-158.45499999999998,336.67499999999995
4,20,1,358.45,979.541,5290,0,0,NA,NA,A,358.45,979.541,0,0
4,20,2,357.78,986.911,5313,7.4,7.4,7.4,0.322,A,358.45,979.541,-0.6700000000000159,7.369999999999891
4,20,3,367.83,980.211,5336,19.479,9.404,12.079,0.525,A,358.45,979.541,9.379999999999995,0.6699999999999591
4,20,4,363.14,968.151,5359,32.419,12.318,12.94,0.563,A,358.45,979.541,4.689999999999998,-11.3900000000001
4,20,5,355.1,951.401,5382,50.999,28.339,18.58,0.808,A,358.45,979.541,-3.349999999999966,-28.1400000000001
4,20,6,348.4,941.351,5405,63.077,39.49,12.079,0.525,A,358.45,979.541,-10.050000000000011,-38.190000000000055
4,20,7,328.97,942.021,5428,82.519,47.716,19.442,0.845,A,358.45,979.541,-29.47999999999996,-37.520000000000095
4,20,8,312.89,948.051,5451,99.692,55.384,17.173,0.747,A,358.45,979.541,-45.56,-31.49000000000001
4,20,9,301.5,952.071,5474,111.771,63.229,12.079,0.525,A,358.45,979.541,-56.94999999999999,-27.470000000000027
4,20,10,292.12,958.771,5497,123.298,69.506,11.527,0.501,A,358.45,979.541,-66.32999999999998,-20.770000000000095
4,20,11,287.43,962.791,5520,129.475,72.969,6.177,0.269,A,358.45,979.541,-71.01999999999998,-16.75
4,20,12,278.05,958.771,5543,139.68,83.04,10.205,0.444,A,358.45,979.541,-80.39999999999998,-20.770000000000095
