LID,TID,pid,x.position,y.position,time,track.length,euclidean.distance,jump.distance,velocity,clone,starting.x,starting.y,normalised.x,normalised.y
3,3,92,779.434,1624.528,4140,487.239,208.369,0,0,B,815.391,1829.772,-35.956999999999994,-205.24399999999991
3,3,93,779.434,1624.528,4163,487.239,208.369,0,0,B,815.391,1829.772,-35.956999999999994,-205.24399999999991
3,3,94,784.794,1623.635,4186,492.673,208.395,5.434,0.236,B,815.391,1829.772,-30.59699999999998,-206.13699999999994
3,3,95,784.794,1622.741,4209,493.567,209.279,0.893,0.039,B,815.391,1829.772,-30.59699999999998,-207.03099999999995
3,3,96,785.687,1618.275,4232,498.122,213.572,4.555,0.198,B,815.391,1829.772,-29.70399999999995,-211.49699999999984
3,3,97,792.834,1617.381,4255,505.324,213.585,7.202,0.313,B,815.391,1829.772,-22.557000000000016,-212.39099999999985
3,3,98,785.687,1626.315,4278,516.764,205.614,11.44,0.497,B,815.391,1829.772,-29.70399999999995,-203.45699999999988
3,3,99,784.794,1626.315,4301,517.658,205.745,0.893,0.039,B,815.391,1829.772,-30.59699999999998,-203.45699999999988
3,3,100,786.581,1620.955,4324,523.308,210.795,5.65,0.246,B,815.391,1829.772,-28.809999999999945,-208.817
3,3,101,783.007,1627.208,4347,530.51,205.136,7.202,0.313,B,815.391,1829.772,-32.384000000000015,-202.56399999999985
3,3,102,785.687,1626.315,4370,533.335,205.614,2.825,0.123,B,815.391,1829.772,-29.70399999999995,-203.45699999999988
3,3,103,785.687,1626.315,4393,533.335,205.614,0,0,B,815.391,1829.772,-29.70399999999995,-203.45699999999988
3,3,104,786.581,1625.421,4416,534.598,206.371,1.263,0.055,B,815.391,1829.772,-28.809999999999945,-204.35099999999989
3,3,105,786.581,1625.421,4439,534.598,206.371,0,0,B,815.391,1829.772,-28.809999999999945,-204.35099999999989
3,4,1,911.201,1907.268,4163,0,0,NA,NA,B,911.201,1907.268,0,0
3,4,2,907.627,1902.355,4186,6.075,6.075,6.075,0.264,B,911.201,1907.268,-3.574000000000069,-4.913000000000011
3,4,3,905.841,1897.888,4209,10.886,10.803,4.811,0.209,B,911.201,1907.268,-5.360000000000014,-9.38000000000011
3,4,4,899.141,1894.315,4232,18.479,17.698,7.593,0.33,B,911.201,1907.268,-12.06000000000006,-12.952999999999975
3,4,5,897.354,1891.635,4255,21.7,20.884,3.221,0.14,B,911.201,1907.268,-13.84699999999998,-15.633000000000038
3,4,6,891.101,1889.402,4278,28.341,26.893,6.64,0.289,B,911.201,1907.268,-20.100000000000023,-17.865999999999985
3,4,7,886.187,1884.042,4301,35.612,34.134,7.271,0.316,B,911.201,1907.268,-25.01400000000001,-23.226000000000113
3,4,8,881.274,1878.682,4324,42.883,41.386,7.271,0.316,B,911.201,1907.268,-29.92700000000002,-28.586000000000013
3,4,9,875.467,1873.768,4347,50.489,48.981,7.606,0.331,B,911.201,1907.268,-35.73400000000004,-33.5
3,4,10,866.534,1866.175,4370,62.214,60.694,11.724,0.51,B,911.201,1907.268,-44.66700000000003,-41.093000000000075
3,4,11,859.834,1860.368,4393,71.08,69.557,8.866,0.385,B,911.201,1907.268,-51.367000000000075,-46.90000000000009
3,4,12,850.901,1854.562,4416,81.735,80.088,10.655,0.463,B,911.201,1907.268,-60.30000000000007,-52.70600000000013
3,4,13,854.921,1849.648,4439,88.083,80.545,6.348,0.276,B,911.201,1907.268,-56.27999999999997,-57.62000000000012
3,4,14,852.241,1847.862,4462,91.304,83.699,3.221,0.14,B,911.201,1907.268,-58.960000000000036,-59.40599999999995
3,4,15,849.114,1846.075,4485,94.905,87.174,3.601,0.157,B,911.201,1907.268,-62.08699999999999,-61.192999999999984
3,4,16,849.114,1846.075,4508,94.905,87.174,0,0,B,911.201,1907.268,-62.08699999999999,-61.192999999999984
3,4,17,843.307,1838.482,4531,104.464,96.65,9.559,0.416,B,911.201,1907.268,-67.894,-68.78600000000006
3,4,18,839.287,1836.248,4554,109.063,101.071,4.599,0.2,B,911.201,1907.268,-71.91399999999999,-71.01999999999998
3,4,19,843.754,1842.055,4577,116.389,93.818,7.326,0.319,B,911.201,1907.268,-67.447,-65.21299999999997
3,4,20,851.794,1851.882,4600,129.085,81.221,12.697,0.552,B,911.201,1907.268,-59.40700000000004,-55.38599999999997
3,4,21,856.261,1856.795,4623,135.726,74.605,6.64,0.289,B,911.201,1907.268,-54.940000000000055,-50.472999999999956
3,4,22,861.621,1860.815,4646,142.426,67.942,6.7,0.291,B,911.201,1907.268,-49.58000000000004,-46.452999999999975
3,4,23,869.214,1867.068,4669,152.263,58.129,9.837,0.428,B,911.201,1907.268,-41.986999999999966,-40.200000000000045
3,4,24,871.001,1868.855,4692,154.789,55.602,2.527,0.11,B,911.201,1907.268,-40.200000000000045,-38.41300000000001
3,4,25,873.681,1872.428,4715,159.256,51.201,4.467,0.194,B,911.201,1907.268,-37.51999999999998,-34.83999999999992
3,4,26,876.807,1876.448,4738,164.349,46.182,5.093,0.221,B,911.201,1907.268,-34.394000000000005,-30.819999999999936
3,4,27,878.147,1878.235,4761,166.582,43.994,2.233,0.097,B,911.201,1907.268,-33.053999999999974,-29.03300000000013
3,4,28,880.381,1879.575,4784,169.187,41.434,2.604,0.113,B,911.201,1907.268,-30.82000000000005,-27.692999999999984
3,4,29,876.807,1875.555,4807,174.565,46.783,5.379,0.234,B,911.201,1907.268,-34.394000000000005,-31.712999999999965
3,4,30,882.614,1883.148,4830,184.124,37.403,9.559,0.416,B,911.201,1907.268,-28.58699999999999,-24.12000000000012
3,4,31,891.547,1891.635,4853,196.446,25.113,12.322,0.536,B,911.201,1907.268,-19.653999999999996,-15.633000000000038
3,4,32,893.334,1898.335,4876,203.38,19.976,6.934,0.301,B,911.201,1907.268,-17.867000000000075,-8.932999999999993
3,4,33,896.014,1901.462,4899,207.498,16.259,4.118,0.179,B,911.201,1907.268,-15.187000000000012,-5.80600000000004
3,4,34,894.674,1898.335,4922,210.9,18.787,3.402,0.148,B,911.201,1907.268,-16.527000000000044,-8.932999999999993
3,4,35,887.527,1888.955,4945,222.692,29.93,11.792,0.513,B,911.201,1907.268,-23.673999999999978,-18.313000000000102
3,4,36,884.401,1884.935,4968,227.785,34.886,5.093,0.221,B,911.201,1907.268,-26.800000000000068,-22.333000000000084
3,4,37,883.954,1884.488,4991,228.417,35.515,0.632,0.027,B,911.201,1907.268,-27.24700000000007,-22.779999999999973
3,4,38,883.507,1883.595,5014,229.416,36.433,0.999,0.043,B,911.201,1907.268,-27.694000000000074,-23.673000000000002
3,4,39,887.974,1897.442,5037,243.965,25.22,14.549,0.633,B,911.201,1907.268,-23.226999999999975,-9.826000000000022
3,4,40,892.887,1900.568,5060,249.789,19.5,5.824,0.253,B,911.201,1907.268,-18.314000000000078,-6.7000000000000455
3,4,41,893.781,1897.442,5083,253.04,20.001,3.252,0.141,B,911.201,1907.268,-17.420000000000073,-9.826000000000022
3,4,42,893.781,1898.335,5106,253.934,19.577,0.893,0.039,B,911.201,1907.268,-17.420000000000073,-8.932999999999993
3,4,43,893.781,1898.335,5129,253.934,19.577,0,0,B,911.201,1907.268,-17.420000000000073,-8.932999999999993
3,4,44,893.781,1898.335,5152,253.934,19.577,0,0,B,911.201,1907.268,-17.420000000000073,-8.932999999999993
3,4,45,893.781,1898.335,5175,253.934,19.577,0,0,B,911.201,1907.268,-17.420000000000073,-8.932999999999993
3,4,46,893.781,1898.335,5198,253.934,19.577,0,0,B,911.201,1907.268,-17.420000000000073,-8.932999999999993
3,4,47,893.781,1898.335,5221,253.934,19.577,0,0,B,911.201,1907.268,-17.420000000000073,-8.932999999999993
3,4,48,893.781,1898.335,5244,253.934,19.577,0,0,B,911.201,1907.268,-17.420000000000073,-8.932999999999993
3,4,49,893.781,1898.335,5267,253.934,19.577,0,0,B,911.201,1907.268,-17.420000000000073,-8.932999999999993
3,4,50,893.781,1895.655,5290,256.614,20.936,2.68,0.117,B,911.201,1907.268,-17.420000000000073,-11.613000000000056
3,4,51,893.781,1895.655,5313,256.614,20.936,0,0,B,911.201,1907.268,-17.420000000000073,-11.613000000000056
3,4,52,893.781,1895.655,5336,256.614,20.936,0,0,B,911.201,1907.268,-17.420000000000073,-11.613000000000056
3,4,53,893.781,1897.888,5359,258.847,19.785,2.233,0.097,B,911.201,1907.268,-17.420000000000073,-9.38000000000011
3,4,54,897.354,1901.908,5382,264.226,14.848,5.379,0.234,B,911.201,1907.268,-13.84699999999998,-5.360000000000127
3,4,55,898.247,1903.695,5405,266.223,13.437,1.998,0.087,B,911.201,1907.268,-12.954000000000065,-3.5730000000000928
3,4,56,898.694,1906.375,5428,268.94,12.539,2.717,0.118,B,911.201,1907.268,-12.507000000000062,-0.8930000000000291
3,4,57,898.694,1906.822,5451,269.387,12.515,0.447,0.019,B,911.201,1907.268,-12.507000000000062,-0.44600000000014006
3,4,58,898.694,1907.268,5474,269.834,12.507,0.447,0.019,B,911.201,1907.268,-12.507000000000062,0
3,4,59,898.694,1907.268,5497,269.834,12.507,0,0,B,911.201,1907.268,-12.507000000000062,0
3,4,60,898.694,1908.162,5520,270.727,12.539,0.893,0.039,B,911.201,1907.268,-12.507000000000062,0.8940000000000055
3,4,61,895.567,1902.355,5543,277.322,16.387,6.595,0.287,B,911.201,1907.268,-15.634000000000015,-4.913000000000011
3,4,62,892.887,1898.782,5566,281.789,20.184,4.467,0.194,B,911.201,1907.268,-18.314000000000078,-8.486000000000104
3,4,63,892.887,1898.782,5589,281.789,20.184,0,0,B,911.201,1907.268,-18.314000000000078,-8.486000000000104
3,4,64,884.847,1895.655,5612,290.415,28.799,8.627,0.375,B,911.201,1907.268,-26.354000000000042,-11.613000000000056
3,4,65,884.847,1895.655,5635,290.415,28.799,0,0,B,911.201,1907.268,-26.354000000000042,-11.613000000000056
3,4,66,885.741,1897.442,5658,292.413,27.291,1.998,0.087,B,911.201,1907.268,-25.460000000000036,-9.826000000000022
3,4,67,885.741,1897.442,5681,292.413,27.291,0,0,B,911.201,1907.268,-25.460000000000036,-9.826000000000022
3,4,68,887.974,1900.122,5704,295.901,24.301,3.489,0.152,B,911.201,1907.268,-23.226999999999975,-7.145999999999958
3,4,69,887.081,1902.355,5727,298.307,24.615,2.405,0.105,B,911.201,1907.268,-24.120000000000005,-4.913000000000011
3,4,70,889.314,1905.035,5750,301.795,22,3.489,0.152,B,911.201,1907.268,-21.887000000000057,-2.2329999999999472
3,4,71,889.761,1906.375,5773,303.208,21.459,1.412,0.061,B,911.201,1907.268,-21.440000000000055,-0.8930000000000291
3,4,72,892.887,1912.628,5796,310.199,19.082,6.991,0.304,B,911.201,1907.268,-18.314000000000078,5.3599999999999
3,4,73,893.334,1913.968,5819,311.612,19.082,1.412,0.061,B,911.201,1907.268,-17.867000000000075,6.7000000000000455
3,4,74,895.567,1916.648,5842,315.1,18.231,3.489,0.152,B,911.201,1907.268,-15.634000000000015,9.379999999999882
3,4,75,895.567,1917.095,5865,315.547,18.465,0.447,0.019,B,911.201,1907.268,-15.634000000000015,9.826999999999998
3,4,76,895.567,1917.095,5888,315.547,18.465,0,0,B,911.201,1907.268,-15.634000000000015,9.826999999999998
3,4,77,896.461,1917.095,5911,316.44,17.715,0.893,0.039,B,911.201,1907.268,-14.740000000000009,9.826999999999998
3,4,78,896.461,1917.095,5934,316.44,17.715,0,0,B,911.201,1907.268,-14.740000000000009,9.826999999999998
3,4,79,896.461,1917.095,5957,316.44,17.715,0,0,B,911.201,1907.268,-14.740000000000009,9.826999999999998
3,4,80,896.461,1917.095,5980,316.44,17.715,0,0,B,911.201,1907.268,-14.740000000000009,9.826999999999998
3,4,81,896.461,1917.095,6003,316.44,17.715,0,0,B,911.201,1907.268,-14.740000000000009,9.826999999999998
3,4,82,896.461,1917.095,6026,316.44,17.715,0,0,B,911.201,1907.268,-14.740000000000009,9.826999999999998
3,4,83,896.461,1917.095,6049,316.44,17.715,0,0,B,911.201,1907.268,-14.740000000000009,9.826999999999998
3,5,1,914.774,1922.902,4163,0,0,NA,NA,B,914.774,1922.902,0,0
3,5,2,914.774,1924.688,4186,1.787,1.787,1.787,0.078,B,914.774,1922.902,0,1.7860000000000582
3,5,3,914.327,1919.328,4209,7.165,3.601,5.379,0.234,B,914.774,1922.902,-0.44700000000000273,-3.574000000000069
3,5,4,912.541,1917.095,4232,10.025,6.221,2.86,0.124,B,914.774,1922.902,-2.2329999999999472,-5.807000000000016
3,5,5,911.647,1914.862,4255,12.431,8.627,2.405,0.105,B,914.774,1922.902,-3.1269999999999527,-8.039999999999964
3,5,6,908.074,1910.395,4278,18.151,14.188,5.72,0.249,B,914.774,1922.902,-6.7000000000000455,-12.507000000000062
3,5,7,909.414,1914.415,4301,22.388,10.038,4.237,0.184,B,914.774,1922.902,-5.360000000000014,-8.48700000000008
3,5,8,910.754,1918.435,4324,26.626,6.009,4.237,0.184,B,914.774,1922.902,-4.019999999999982,-4.467000000000098
3,5,9,906.734,1912.182,4347,34.06,13.4,7.434,0.323,B,914.774,1922.902,-8.039999999999964,-10.720000000000027
3,5,10,901.374,1902.802,4370,44.863,24.157,10.803,0.47,B,914.774,1922.902,-13.399999999999977,-20.100000000000136
3,5,11,898.694,1901.462,4393,47.86,26.8,2.996,0.13,B,914.774,1922.902,-16.08000000000004,-21.440000000000055
3,5,12,895.121,1896.548,4416,53.935,32.875,6.075,0.264,B,914.774,1922.902,-19.65300000000002,-26.354000000000042
3,5,13,884.401,1884.042,4439,70.407,49.322,16.472,0.716,B,914.774,1922.902,-30.373000000000047,-38.86000000000013
3,5,14,881.721,1879.128,4462,76.004,54.851,5.597,0.243,B,914.774,1922.902,-33.053,-43.774000000000115
3,5,15,876.361,1875.108,4485,82.704,61.317,6.7,0.291,B,914.774,1922.902,-38.41300000000001,-47.794000000000096
3,5,16,876.361,1877.342,4508,84.937,59.593,2.233,0.097,B,914.774,1922.902,-38.41300000000001,-45.559999999999945
3,5,17,876.361,1877.342,4531,84.937,59.593,0,0,B,914.774,1922.902,-38.41300000000001,-45.559999999999945
3,5,18,882.614,1886.275,4554,95.842,48.742,10.905,0.474,B,914.774,1922.902,-32.15999999999997,-36.62699999999995
3,5,19,890.207,1897.888,4577,109.717,35.06,13.875,0.603,B,914.774,1922.902,-24.567000000000007,-25.014000000000124
3,5,20,896.907,1906.375,4600,120.53,24.338,10.813,0.47,B,914.774,1922.902,-17.866999999999962,-16.527000000000044
3,5,21,898.247,1912.182,4623,126.489,19.699,5.959,0.259,B,914.774,1922.902,-16.527000000000044,-10.720000000000027
3,5,22,902.714,1917.988,4646,133.815,13.022,7.326,0.319,B,914.774,1922.902,-12.059999999999945,-4.913999999999987
3,5,23,905.841,1920.668,4669,137.933,9.208,4.118,0.179,B,914.774,1922.902,-8.932999999999993,-2.234000000000151
3,5,24,905.841,1923.348,4692,140.613,8.945,2.68,0.117,B,914.774,1922.902,-8.932999999999993,0.4459999999999127
3,5,25,905.841,1924.242,4715,141.506,9.033,0.893,0.039,B,914.774,1922.902,-8.932999999999993,1.3399999999999181
3,5,26,908.967,1926.922,4738,145.624,7.062,4.118,0.179,B,914.774,1922.902,-5.807000000000016,4.019999999999982
3,5,27,908.967,1927.815,4761,146.518,7.606,0.893,0.039,B,914.774,1922.902,-5.807000000000016,4.913000000000011
3,5,28,908.521,1927.815,4784,146.964,7.953,0.447,0.019,B,914.774,1922.902,-6.253000000000043,4.913000000000011
3,5,29,909.414,1928.708,4807,148.228,7.902,1.263,0.055,B,914.774,1922.902,-5.360000000000014,5.80600000000004
3,5,30,909.414,1928.262,4830,148.675,7.58,0.447,0.019,B,914.774,1922.902,-5.360000000000014,5.3599999999999
3,5,31,909.414,1928.262,4853,148.675,7.58,0,0,B,914.774,1922.902,-5.360000000000014,5.3599999999999
3,5,32,909.414,1928.262,4876,148.675,7.58,0,0,B,914.774,1922.902,-5.360000000000014,5.3599999999999
3,5,33,909.414,1928.262,4899,148.675,7.58,0,0,B,914.774,1922.902,-5.360000000000014,5.3599999999999
3,7,1,773.627,1627.655,4462,0,0,NA,NA,B,773.627,1627.655,0,0
3,7,2,765.364,1629.218,4485,8.41,8.41,8.41,0.366,B,773.627,1627.655,-8.26299999999992,1.5630000000001019
3,7,3,758.887,1636.588,4508,18.221,17.236,9.811,0.427,B,773.627,1627.655,-14.740000000000009,8.932999999999993
3,7,4,755.314,1636.141,4531,21.823,20.184,3.601,0.157,B,773.627,1627.655,-18.312999999999988,8.486000000000104
3,7,5,751.294,1632.568,4554,27.201,22.867,5.379,0.234,B,773.627,1627.655,-22.33299999999997,4.913000000000011
3,7,6,743.701,1633.015,4577,34.808,30.403,7.606,0.331,B,773.627,1627.655,-29.92599999999993,5.360000000000127
3,7,7,747.721,1633.015,4600,38.828,26.455,4.02,0.175,B,773.627,1627.655,-25.90599999999995,5.360000000000127
3,7,8,750.847,1634.801,4623,42.429,23.875,3.601,0.157,B,773.627,1627.655,-22.779999999999973,7.145999999999958
3,7,9,751.294,1642.841,4646,50.481,27.008,8.052,0.35,B,773.627,1627.655,-22.33299999999997,15.185999999999922
3,7,10,751.741,1648.201,4669,55.86,30.02,5.379,0.234,B,773.627,1627.655,-21.885999999999967,20.54600000000005
3,7,11,748.167,1650.435,4692,60.074,34.163,4.214,0.183,B,773.627,1627.655,-25.459999999999923,22.779999999999973
3,7,12,747.721,1652.221,4715,61.915,35.703,1.842,0.08,B,773.627,1627.655,-25.90599999999995,24.56600000000003
3,7,13,749.507,1649.988,4738,64.775,32.872,2.86,0.124,B,773.627,1627.655,-24.120000000000005,22.333000000000084
3,7,14,752.187,1648.201,4761,67.996,29.696,3.221,0.14,B,773.627,1627.655,-21.43999999999994,20.54600000000005
3,7,15,752.187,1648.201,4784,67.996,29.696,0,0,B,773.627,1627.655,-21.43999999999994,20.54600000000005
3,7,16,752.187,1648.201,4807,67.996,29.696,0,0,B,773.627,1627.655,-21.43999999999994,20.54600000000005
3,7,17,748.167,1649.541,4830,72.234,33.574,4.237,0.184,B,773.627,1627.655,-25.459999999999923,21.885999999999967
3,7,18,747.274,1650.881,4853,73.844,35.128,1.61,0.07,B,773.627,1627.655,-26.352999999999952,23.226000000000113
3,7,19,747.274,1650.881,4876,73.844,35.128,0,0,B,773.627,1627.655,-26.352999999999952,23.226000000000113
3,7,20,744.147,1653.115,4899,77.687,38.952,3.842,0.167,B,773.627,1627.655,-29.479999999999905,25.460000000000036
3,7,21,742.361,1655.348,4922,80.547,41.768,2.86,0.124,B,773.627,1627.655,-31.265999999999963,27.692999999999984
3,7,22,742.361,1655.348,4945,80.547,41.768,0,0,B,773.627,1627.655,-31.265999999999963,27.692999999999984
3,7,23,742.361,1655.348,4968,80.547,41.768,0,0,B,773.627,1627.655,-31.265999999999963,27.692999999999984
3,7,24,738.787,1657.135,4991,84.542,45.639,3.995,0.174,B,773.627,1627.655,-34.83999999999992,29.480000000000018
3,7,25,738.787,1654.008,5014,87.668,43.684,3.127,0.136,B,773.627,1627.655,-34.83999999999992,26.353000000000065
3,7,28,741.021,1653.561,5037,89.946,41.646,2.278,0.099,B,773.627,1627.655,-32.605999999999995,25.90599999999995
3,7,29,740.574,1650.435,5060,93.104,40.143,3.158,0.137,B,773.627,1627.655,-33.053,22.779999999999973
3,7,30,741.914,1645.075,5083,98.629,36.183,5.525,0.24,B,773.627,1627.655,-31.712999999999965,17.420000000000073
3,7,31,743.254,1642.841,5106,101.234,33.958,2.604,0.113,B,773.627,1627.655,-30.372999999999934,15.185999999999922
3,7,32,745.041,1642.395,5129,103.075,32.163,1.842,0.08,B,773.627,1627.655,-28.5859999999999,14.740000000000009
3,7,33,753.527,1634.801,5152,114.463,21.333,11.388,0.495,B,773.627,1627.655,-20.09999999999991,7.145999999999958
3,7,34,757.994,1628.995,5175,121.789,15.691,7.326,0.319,B,773.627,1627.655,-15.632999999999925,1.3399999999999181
3,7,35,750.847,1615.595,5198,136.976,25.775,15.187,0.66,B,773.627,1627.655,-22.779999999999973,-12.059999999999945
3,7,36,748.167,1609.341,5221,143.779,31.362,6.803,0.296,B,773.627,1627.655,-25.459999999999923,-18.314000000000078
3,7,37,744.147,1609.788,5244,147.824,34.472,4.045,0.176,B,773.627,1627.655,-29.479999999999905,-17.866999999999962
3,7,38,739.681,1608.448,5267,152.487,39.004,4.663,0.203,B,773.627,1627.655,-33.94599999999991,-19.20699999999988
3,7,39,732.981,1607.108,5290,159.32,45.545,6.833,0.297,B,773.627,1627.655,-40.64599999999996,-20.547000000000025
3,7,40,725.834,1606.661,5313,166.481,52.201,7.161,0.311,B,773.627,1627.655,-47.793000000000006,-20.993999999999915
3,7,41,724.494,1602.195,5336,171.144,55.338,4.663,0.203,B,773.627,1627.655,-49.132999999999925,-25.460000000000036
3,7,42,720.921,1595.048,5359,179.134,61.977,7.99,0.347,B,773.627,1627.655,-52.705999999999904,-32.60699999999997
3,7,43,718.241,1591.921,5382,183.252,65.913,4.118,0.179,B,773.627,1627.655,-55.38599999999997,-35.733999999999924
3,7,44,713.327,1587.901,5405,189.601,72.225,6.348,0.276,B,773.627,1627.655,-60.299999999999955,-39.753999999999905
3,7,45,708.414,1584.775,5428,195.424,78.048,5.824,0.253,B,773.627,1627.655,-65.21299999999997,-42.87999999999988
3,7,46,705.287,1580.755,5451,200.517,82.885,5.093,0.221,B,773.627,1627.655,-68.33999999999992,-46.899999999999864
3,7,47,701.267,1578.968,5474,204.916,87.215,4.399,0.191,B,773.627,1627.655,-72.3599999999999,-48.6869999999999
3,7,48,696.354,1574.948,5497,211.265,93.537,6.348,0.276,B,773.627,1627.655,-77.27299999999991,-52.70699999999988
3,7,49,693.674,1570.928,5520,216.096,98.033,4.831,0.21,B,773.627,1627.655,-79.95299999999997,-56.72699999999986
3,7,50,691.441,1567.355,5543,220.31,101.935,4.214,0.183,B,773.627,1627.655,-82.18599999999992,-60.299999999999955
3,7,51,689.654,1564.675,5566,223.531,104.967,3.221,0.14,B,773.627,1627.655,-83.97299999999996,-62.98000000000002
3,7,52,698.141,1567.355,5589,232.431,96.614,8.9,0.387,B,773.627,1627.655,-75.48599999999999,-60.299999999999955
3,7,53,700.821,1572.715,5612,238.423,91.21,5.993,0.261,B,773.627,1627.655,-72.80599999999993,-54.940000000000055
3,7,54,700.821,1572.715,5635,238.423,91.21,0,0,B,773.627,1627.655,-72.80599999999993,-54.940000000000055
3,7,55,703.501,1574.055,5658,241.42,88.265,2.996,0.13,B,773.627,1627.655,-70.12599999999998,-53.59999999999991
3,7,56,703.501,1574.055,5681,241.42,88.265,0,0,B,773.627,1627.655,-70.12599999999998,-53.59999999999991
3,7,57,703.501,1574.055,5704,241.42,88.265,0,0,B,773.627,1627.655,-70.12599999999998,-53.59999999999991
3,7,58,703.501,1574.055,5727,241.42,88.265,0,0,B,773.627,1627.655,-70.12599999999998,-53.59999999999991
3,7,59,703.501,1574.055,5750,241.42,88.265,0,0,B,773.627,1627.655,-70.12599999999998,-53.59999999999991
3,7,60,704.394,1571.375,5773,244.245,89.223,2.825,0.123,B,773.627,1627.655,-69.23299999999995,-56.27999999999997
3,7,61,701.714,1566.908,5796,249.454,94.137,5.209,0.226,B,773.627,1627.655,-71.9129999999999,-60.74700000000007
3,7,65,711.987,1575.395,5819,262.779,80.812,13.325,0.579,B,773.627,1627.655,-61.639999999999986,-52.25999999999999
3,7,66,723.154,1579.415,5842,274.647,69.819,11.868,0.516,B,773.627,1627.655,-50.472999999999956,-48.24000000000001
3,7,67,725.834,1580.308,5865,277.472,67.275,2.825,0.123,B,773.627,1627.655,-47.793000000000006,-47.34699999999998
3,7,68,725.834,1581.648,5888,278.812,66.339,1.34,0.058,B,773.627,1627.655,-47.793000000000006,-46.00700000000006
3,7,69,726.727,1582.541,5911,280.076,65.076,1.263,0.055,B,773.627,1627.655,-46.89999999999998,-45.11400000000003
3,7,70,726.727,1582.541,5934,280.076,65.076,0,0,B,773.627,1627.655,-46.89999999999998,-45.11400000000003
3,7,71,732.534,1586.561,5957,287.138,58.115,7.062,0.307,B,773.627,1627.655,-41.09299999999996,-41.09400000000005
3,7,72,734.321,1586.561,5980,288.925,56.865,1.787,0.078,B,773.627,1627.655,-39.305999999999926,-41.09400000000005
3,7,73,736.107,1589.241,6003,292.146,53.697,3.221,0.14,B,773.627,1627.655,-37.51999999999998,-38.41399999999999
3,7,74,736.554,1589.688,6026,292.777,53.065,0.632,0.027,B,773.627,1627.655,-37.07299999999998,-37.96699999999987
3,7,75,736.554,1589.688,6049,292.777,53.065,0,0,B,773.627,1627.655,-37.07299999999998,-37.96699999999987
3,6,1,797.747,1609.341,4462,0,0,NA,NA,B,797.747,1609.341,0,0
3,6,2,797.747,1610.235,4485,0.893,0.893,0.893,0.039,B,797.747,1609.341,0,0.8940000000000055
3,6,3,797.747,1614.255,4508,4.913,4.913,4.02,0.175,B,797.747,1609.341,0,4.914000000000215
3,6,4,788.814,1615.148,4531,13.891,10.655,8.978,0.39,B,797.747,1609.341,-8.932999999999993,5.807000000000016
3,6,5,791.047,1615.148,4554,16.125,8.866,2.233,0.097,B,797.747,1609.341,-6.699999999999932,5.807000000000016
3,6,6,788.367,1614.255,4577,18.95,10.589,2.825,0.123,B,797.747,1609.341,-9.379999999999995,4.914000000000215
3,6,7,789.261,1613.361,4600,20.213,9.391,1.263,0.055,B,797.747,1609.341,-8.48599999999999,4.020000000000209
3,6,8,791.494,1616.488,4623,24.055,9.496,3.842,0.167,B,797.747,1609.341,-6.252999999999929,7.147000000000162
3,6,9,790.601,1619.168,4646,26.88,12.151,2.825,0.123,B,797.747,1609.341,-7.145999999999958,9.826999999999998
3,6,10,791.047,1617.381,4669,28.722,10.466,1.842,0.08,B,797.747,1609.341,-6.699999999999932,8.040000000000191
3,6,11,791.047,1614.701,4692,31.402,8.58,2.68,0.117,B,797.747,1609.341,-6.699999999999932,5.360000000000127
3,6,12,795.514,1614.255,4715,35.891,5.397,4.489,0.195,B,797.747,1609.341,-2.2329999999999472,4.914000000000215
3,6,13,804.447,1607.555,4738,47.058,6.934,11.167,0.486,B,797.747,1609.341,6.7000000000000455,-1.7859999999998308
3,6,14,809.807,1604.428,4761,53.263,13.022,6.205,0.27,B,797.747,1609.341,12.06000000000006,-4.9129999999997835
3,6,15,819.634,1600.408,4784,63.88,23.64,10.617,0.462,B,797.747,1609.341,21.887000000000057,-8.932999999999993
3,6,16,819.634,1600.408,4807,63.88,23.64,0,0,B,797.747,1609.341,21.887000000000057,-8.932999999999993
3,6,17,824.101,1599.068,4830,68.543,28.285,4.663,0.203,B,797.747,1609.341,26.354000000000042,-10.27299999999991
3,6,18,828.121,1597.281,4853,72.942,32.68,4.399,0.191,B,797.747,1609.341,30.374000000000024,-12.059999999999945
3,6,19,829.014,1592.815,4876,77.498,35.366,4.555,0.198,B,797.747,1609.341,31.267000000000053,-16.52599999999984
3,6,20,833.481,1592.815,4899,81.964,39.37,4.467,0.194,B,797.747,1609.341,35.73400000000004,-16.52599999999984
3,6,21,834.821,1590.581,4922,84.569,41.55,2.604,0.113,B,797.747,1609.341,37.07400000000007,-18.75999999999999
3,6,22,835.714,1588.795,4945,86.566,43.17,1.998,0.087,B,797.747,1609.341,37.9670000000001,-20.54599999999982
3,6,23,836.161,1587.901,4968,87.565,43.992,0.999,0.043,B,797.747,1609.341,38.41399999999999,-21.439999999999827
3,6,24,836.161,1587.901,4991,87.565,43.992,0,0,B,797.747,1609.341,38.41399999999999,-21.439999999999827
3,6,25,836.161,1587.901,5014,87.565,43.992,0,0,B,797.747,1609.341,38.41399999999999,-21.439999999999827
3,6,26,836.161,1587.901,5037,87.565,43.992,0,0,B,797.747,1609.341,38.41399999999999,-21.439999999999827
3,6,27,836.161,1587.901,5060,87.565,43.992,0,0,B,797.747,1609.341,38.41399999999999,-21.439999999999827
