LID,TID,pid,x.position,y.position,time,track.length,euclidean.distance,jump.distance,velocity,clone
1,7,35,815.391,557.44,2553,345.781,108.79,7.122,0.31,A
1,7,36,817.401,549.4,2576,354.068,110.552,8.287,0.36,A
1,7,37,814.721,540.69,2599,363.181,108.277,9.113,0.396,A
1,7,38,810.701,533.99,2622,370.994,105.088,7.813,0.34,A
1,7,39,803.331,525.95,2645,381.901,99.449,10.907,0.474,A
1,7,40,798.641,513.22,2668,395.468,98.911,13.566,0.59,A
1,7,41,795.291,519.25,2691,402.366,93.656,6.898,0.3,A
1,7,42,789.931,516.57,2714,408.359,89.58,5.993,0.261,A
1,7,43,787.251,507.86,2737,417.471,90.807,9.113,0.396,A
1,7,44,782.561,508.53,2760,422.209,86.357,4.738,0.206,A
1,7,45,783.901,515.23,2783,429.042,84.561,6.833,0.297,A
1,7,46,783.901,523.94,2806,437.752,81.36,8.71,0.379,A
1,7,47,776.531,534.66,2829,450.761,71.364,13.009,0.566,A
1,7,48,770.501,543.37,2852,461.355,64.002,10.594,0.461,A
1,7,49,759.781,549.4,2875,473.654,52.934,12.3,0.535,A
1,7,50,753.751,557.44,2898,483.704,47.476,10.05,0.437,A
1,7,51,750.401,560.12,2921,487.994,44.695,4.29,0.187,A
1,7,52,751.071,569.501,2944,497.398,48.3,9.404,0.409,A
1,7,53,746.381,585.581,2967,514.148,53.137,16.75,0.728,A
1,7,54,737.001,590.941,2990,524.952,50.788,10.803,0.47,A
1,7,55,733.651,600.321,3013,534.912,56.95,9.96,0.433,A
1,7,56,731.641,609.031,3036,543.851,63.96,8.939,0.389,A
1,7,57,732.311,619.081,3059,553.923,73.557,10.072,0.438,A
1,7,58,730.301,632.481,3082,567.473,85.682,13.55,0.589,A
1,7,59,731.641,648.561,3105,583.609,101.562,16.136,0.702,A
1,7,60,737.001,659.281,3128,595.594,113.295,11.985,0.521,A
1,7,61,737.001,671.341,3151,607.654,124.962,12.06,0.524,A
1,7,62,745.041,684.071,3174,622.71,139.336,15.056,0.655,A
1,7,63,753.081,696.131,3197,637.205,153.202,14.494,0.63,A
1,7,64,755.091,706.181,3220,647.454,163.394,10.249,0.446,A
1,7,65,761.791,710.871,3243,655.632,169.927,8.178,0.356,A
1,7,66,762.461,718.241,3266,663.033,177.126,7.4,0.322,A
1,7,67,774.521,719.581,3289,675.167,182.518,12.134,0.528,A
1,7,68,776.531,719.581,3312,677.177,183.273,2.01,0.087,A
1,7,69,775.861,728.291,3335,685.913,191.115,8.736,0.38,A
1,7,70,770.501,721.591,3358,694.493,182.949,8.58,0.373,A
1,7,71,770.501,723.601,3381,696.503,184.835,2.01,0.087,A
1,7,72,760.451,725.611,3404,706.752,183.541,10.249,0.446,A
1,7,73,754.421,729.631,3427,713.999,185.755,7.247,0.315,A
1,7,74,738.341,739.681,3450,732.961,192.207,18.962,0.824,A
1,7,75,738.341,739.681,3473,732.961,192.207,0,0,A
1,7,76,738.341,733.651,3496,738.991,186.261,6.03,0.262,A
1,7,77,740.351,726.281,3519,746.631,179.366,7.639,0.332,A
1,7,78,743.701,728.291,3542,750.537,181.99,3.907,0.17,A
1,7,3,736.107,741.021,3565,765.36,193.178,14.823,0.644,A
1,7,4,728.514,741.467,3588,772.966,192.619,7.606,0.331,A
1,8,1,728.514,746.381,3588,0,0,NA,NA,A
1,8,2,726.727,746.827,3611,1.842,1.842,1.842,0.08,A
1,8,3,721.814,753.527,3634,10.15,9.796,8.308,0.361,A
1,8,4,721.814,753.527,3657,10.15,9.796,0,0,A
1,8,5,710.647,753.527,3680,21.317,19.243,11.167,0.486,A
1,8,6,708.861,757.994,3703,26.128,22.828,4.811,0.209,A
1,8,7,712.434,757.994,3726,29.701,19.835,3.573,0.155,A
1,8,8,717.794,758.441,3749,35.079,16.136,5.379,0.234,A
1,8,9,718.241,757.547,3772,36.078,15.174,0.999,0.043,A
1,8,10,709.307,759.334,3795,45.189,23.166,9.11,0.396,A
1,8,11,703.054,765.141,3818,53.722,31.625,8.534,0.371,A
1,8,12,697.694,768.714,3841,60.164,38.061,6.442,0.28,A
1,8,13,693.674,770.501,3864,64.563,42.375,4.399,0.191,A
1,8,14,685.187,774.074,3887,73.771,51.421,9.208,0.4,A
1,8,15,678.041,777.647,3910,81.762,59.373,7.99,0.347,A
1,8,16,674.467,779.434,3933,85.757,63.353,3.995,0.174,A
1,8,17,668.661,784.347,3956,93.363,70.879,7.606,0.331,A
1,8,18,661.067,787.921,3979,101.755,79.213,8.392,0.365,A
1,8,19,656.601,791.047,4002,107.208,84.656,5.452,0.237,A
1,8,20,649.007,792.387,4025,114.918,91.858,7.711,0.335,A
1,8,21,642.754,791.941,4048,121.188,97.111,6.269,0.273,A
1,8,22,637.394,790.154,4071,126.838,101.089,5.65,0.246,A
1,8,23,632.034,788.814,4094,132.362,105.399,5.525,0.24,A
1,8,24,625.334,790.601,4117,139.297,112.257,6.934,0.301,A
1,8,25,625.334,790.601,4140,139.297,112.257,0,0,A
1,8,26,625.334,794.621,4163,143.317,113.9,4.02,0.175,A
1,8,27,623.994,795.514,4186,144.927,115.493,1.61,0.07,A
1,8,28,618.634,793.727,4209,150.577,119.647,5.65,0.246,A
1,8,29,614.614,795.961,4232,155.176,124.223,4.599,0.2,A
1,8,30,610.147,799.087,4255,160.628,129.571,5.452,0.237,A
1,8,31,601.661,802.214,4278,169.672,138.597,9.044,0.393,A
1,8,32,602.554,805.341,4301,172.924,139.076,3.252,0.141,A
1,8,33,600.767,808.021,4324,176.145,141.841,3.221,0.14,A
1,8,34,598.534,810.701,4347,179.634,145.024,3.489,0.152,A
1,8,35,597.194,814.721,4370,183.871,148.038,4.237,0.184,A
1,8,36,596.971,814.721,4393,184.094,148.236,0.223,0.01,A
1,8,37,599.651,817.401,4416,187.885,147.138,3.79,0.165,A
1,8,38,605.011,820.751,4439,194.205,144.167,6.321,0.275,A
1,8,39,603.671,825.441,4462,199.083,147.771,4.878,0.212,A
1,8,40,598.981,824.101,4485,203.961,151.061,4.878,0.212,A
1,8,41,598.981,824.101,4508,203.961,151.061,0,0,A
1,8,42,595.631,830.131,4531,210.859,157.074,6.898,0.3,A
1,8,43,594.961,831.471,4554,212.357,158.357,1.498,0.065,A
1,8,44,591.611,837.501,4577,219.255,164.455,6.898,0.3,A
1,8,45,590.271,826.111,4600,230.724,159.587,11.469,0.499,A
1,8,46,588.261,834.821,4623,239.662,165.809,8.939,0.389,A
1,8,47,588.261,834.821,4646,239.662,165.809,0,0,A
1,8,48,583.571,841.521,4669,247.841,173.379,8.178,0.356,A
1,8,49,583.571,849.561,4692,255.881,177.918,8.04,0.35,A
1,8,50,584.241,857.601,4715,263.949,182.167,8.068,0.351,A
1,8,51,582.231,868.321,4738,274.856,190.442,10.907,0.474,A
1,8,52,580.221,875.691,4761,282.495,196.754,7.639,0.332,A
1,8,53,580.221,875.691,4784,282.495,196.754,0,0,A
1,8,54,580.221,875.691,4807,282.495,196.754,0,0,A
1,8,55,580.891,873.011,4830,285.257,194.494,2.762,0.12,A
1,8,56,580.891,871.001,4853,287.267,193.191,2.01,0.087,A
1,8,57,584.241,851.571,4876,306.984,178.549,19.717,0.857,A
1,8,58,588.931,842.191,4899,317.471,169.302,10.487,0.456,A
1,8,59,588.931,842.191,4922,317.471,169.302,0,0,A
1,8,60,588.931,842.191,4945,317.471,169.302,0,0,A
1,8,61,588.931,842.191,4968,317.471,169.302,0,0,A
1,8,62,588.931,842.191,4991,317.471,169.302,0,0,A
1,8,63,590.941,836.831,5014,323.196,164.644,5.724,0.249,A
1,8,64,594.291,828.791,5037,331.906,157.504,8.71,0.379,A
1,8,65,596.301,823.431,5060,337.63,153.026,5.724,0.249,A
1,8,66,599.651,808.691,5083,352.746,143.137,15.116,0.657,A
1,8,67,599.651,799.981,5106,361.456,139.566,8.71,0.379,A
1,8,68,599.651,799.981,5129,361.456,139.566,0,0,A
1,8,69,598.981,800.651,5152,362.404,140.443,0.948,0.041,A
1,8,70,598.981,800.651,5175,362.404,140.443,0,0,A
1,8,71,600.991,795.961,5198,367.506,136.823,5.103,0.222,A
1,8,72,605.681,783.901,5221,380.446,128.436,12.94,0.563,A
1,8,73,609.701,774.521,5244,390.651,122.1,10.205,0.444,A
1,8,74,612.381,765.141,5267,400.406,117.639,9.755,0.424,A
1,8,75,607.691,781.891,5290,417.801,125.934,17.394,0.756,A
1,8,76,607.691,782.561,5313,418.471,126.124,0.67,0.029,A
1,8,77,603.001,782.561,5336,423.161,130.624,4.69,0.204,A
1,8,78,603.001,776.531,5359,429.191,129.084,6.03,0.262,A
1,8,79,600.321,774.521,5382,432.541,131.246,3.35,0.146,A
1,8,80,593.621,775.191,5405,439.274,137.936,6.733,0.293,A
1,8,81,595.631,778.541,5428,443.181,136.72,3.907,0.17,A
1,8,82,595.631,778.541,5451,443.181,136.72,0,0,A
1,8,83,595.631,778.541,5474,443.181,136.72,0,0,A
1,8,84,598.981,777.871,5497,446.597,133.306,3.416,0.149,A
1,8,85,600.321,779.211,5520,448.492,132.331,1.895,0.082,A
1,8,86,603.671,774.521,5543,454.256,127.976,5.764,0.251,A
1,8,87,603.671,771.171,5566,457.606,127.281,3.35,0.146,A
1,8,88,603.671,769.831,5589,458.946,127.027,1.34,0.058,A
1,8,89,603.671,769.831,5612,458.946,127.027,0,0,A
1,8,90,603.671,769.831,5635,458.946,127.027,0,0,A
1,8,91,601.661,761.791,5658,467.233,127.786,8.287,0.36,A
1,8,92,601.661,765.811,5681,471.253,128.333,4.02,0.175,A
1,8,93,601.661,765.811,5704,471.253,128.333,0,0,A
1,8,94,601.661,765.811,5727,471.253,128.333,0,0,A
1,8,95,601.661,765.811,5750,471.253,128.333,0,0,A
1,8,96,601.661,765.811,5773,471.253,128.333,0,0,A
1,8,97,601.661,765.811,5796,471.253,128.333,0,0,A
1,8,98,601.661,765.811,5819,471.253,128.333,0,0,A
1,8,99,601.661,766.481,5842,471.923,128.436,0.67,0.029,A
1,8,100,606.351,759.781,5865,480.102,122.896,8.178,0.356,A
1,8,101,611.041,734.991,5888,505.331,118.024,25.23,1.097,A
1,8,102,609.031,725.611,5911,514.924,121.275,9.593,0.417,A
1,8,103,611.711,713.551,5934,527.279,121.33,12.354,0.537,A
1,8,104,611.711,706.851,5957,533.979,123.311,6.7,0.291,A
1,8,105,613.721,700.151,5980,540.974,123.753,6.995,0.304,A
1,8,106,614.391,700.151,6003,541.644,123.132,0.67,0.029,A
1,8,107,617.071,696.131,6026,546.475,122.249,4.831,0.21,A
1,8,108,621.761,688.761,6049,555.211,121.311,8.736,0.38,A
1,8,109,623.101,688.091,6072,556.709,120.456,1.498,0.065,A
1,9,1,719.134,737.447,3588,0,0,NA,NA,A
1,9,2,719.134,737.447,3611,0,0,0,0,A
1,9,3,733.874,733.874,3634,15.167,15.167,15.167,0.659,A
1,9,4,732.087,734.321,3657,17.009,13.325,1.842,0.08,A
1,9,5,722.707,730.301,3680,27.214,7.99,10.205,0.444,A
1,9,6,717.347,735.214,3703,34.485,2.86,7.271,0.316,A
1,9,7,707.967,733.427,3726,44.034,11.868,9.549,0.415,A
1,9,8,698.587,729.407,3749,54.239,22.064,10.205,0.444,A
1,9,9,691.441,732.534,3772,62.039,28.126,7.801,0.339,A
1,9,10,688.761,736.107,3795,66.506,30.403,4.467,0.194,A
1,9,11,686.527,736.554,3818,68.784,32.619,2.278,0.099,A
1,9,12,690.547,725.387,3841,80.652,31.026,11.868,0.516,A
1,9,13,691.441,716.901,3864,89.186,34.483,8.534,0.371,A
1,9,14,691.887,699.481,3887,106.611,46.732,17.426,0.758,A
1,9,15,693.227,671.787,3910,134.337,70.586,27.726,1.205,A
1,9,16,688.761,658.834,3933,148.039,84.277,13.702,0.596,A
1,9,17,688.314,648.114,3956,158.768,94.5,10.729,0.466,A
1,9,18,688.314,632.927,3979,173.955,108.969,15.187,0.66,A
1,9,19,698.587,614.167,4002,195.344,124.981,21.389,0.93,A
1,9,20,703.501,605.011,4025,205.735,133.356,10.392,0.452,A
1,9,21,705.511,600.321,4048,210.838,137.802,5.103,0.222,A
1,9,22,704.841,593.621,4071,217.571,144.535,6.733,0.293,A
1,9,23,704.171,582.901,4094,228.312,155.269,10.741,0.467,A
1,9,24,700.151,575.531,4117,236.707,163.026,8.395,0.365,A
1,9,25,696.131,570.171,4140,243.407,168.851,6.7,0.291,A
1,9,26,698.141,567.714,4163,246.581,171.027,3.174,0.138,A
1,9,27,698.587,561.014,4186,253.296,177.626,6.715,0.292,A
1,9,28,702.607,558.334,4209,258.128,179.874,4.831,0.21,A
1,9,29,709.754,556.994,4232,265.399,180.697,7.271,0.316,A
1,9,30,713.774,566.374,4255,275.604,171.157,10.205,0.444,A
1,9,31,711.541,556.994,4278,285.246,180.613,9.642,0.419,A
1,9,32,708.861,536.894,4301,305.524,200.816,20.278,0.882,A
1,9,33,702.161,509.647,4324,333.583,228.432,28.058,1.22,A
1,9,34,703.947,515.9,4347,340.086,222.067,6.504,0.283,A
1,9,35,703.501,511.434,4370,344.575,226.554,4.489,0.195,A
1,9,36,700.374,516.347,4393,350.399,221.895,5.824,0.253,A
1,9,37,704.841,507.86,4416,359.989,230.031,9.59,0.417,A
1,9,38,703.947,497.587,4439,370.301,240.341,10.312,0.448,A
1,9,39,699.927,487.314,4462,381.333,250.87,11.032,0.48,A
1,9,40,695.907,471.234,4485,397.908,267.225,16.575,0.721,A
1,9,41,683.847,443.987,4508,427.705,295.574,29.796,1.295,A
1,9,42,678.711,431.48,4531,441.225,308.626,13.52,0.588,A
1,9,43,675.361,420.76,4554,452.456,319.698,11.231,0.488,A
1,9,44,665.311,412.72,4577,465.327,329.157,12.87,0.56,A
1,9,45,648.561,415.4,4600,482.29,329.689,16.963,0.738,A
1,9,46,637.841,422.77,4623,495.299,325.008,13.009,0.566,A
1,9,47,628.461,426.79,4646,505.504,323.619,10.205,0.444,A
1,9,48,615.061,430.81,4669,519.494,323.817,13.99,0.608,A
1,9,49,600.321,434.83,4692,534.772,325.106,15.278,0.664,A
1,9,50,595.631,434.83,4715,539.462,326.849,4.69,0.204,A
1,9,51,584.241,437.51,4738,551.163,328.874,11.701,0.509,A
1,9,52,572.181,446.22,4761,566.04,326.203,14.876,0.647,A
1,9,53,560.79,452.25,4784,578.927,326.205,12.888,0.56,A
1,9,54,549.4,459.62,4807,592.494,325.572,13.566,0.59,A
1,9,55,543.37,469.67,4830,604.214,320.308,11.72,0.51,A
1,9,56,538.68,471.01,4853,609.092,321.795,4.878,0.212,A
1,9,57,541.36,471.01,4876,611.772,320.3,2.68,0.117,A
1,9,58,541.36,470.34,4899,612.442,320.857,0.67,0.029,A
1,9,59,541.36,470.34,4922,612.442,320.857,0,0,A
1,9,60,532.65,464.98,4945,622.669,330.173,10.227,0.445,A
1,9,61,525.95,462.97,4968,629.664,335.645,6.995,0.304,A
1,9,62,516.57,455.6,4991,641.593,347.087,11.929,0.519,A
1,9,63,509.2,460.96,5014,650.706,347.156,9.113,0.396,A
1,9,64,506.52,458.28,5037,654.496,350.911,3.79,0.165,A
1,9,65,496.47,459.62,5060,664.635,356.043,10.139,0.441,A
1,9,66,491.78,457.61,5083,669.738,360.553,5.103,0.222,A
1,9,67,478.38,449.794,5106,685.251,375.109,15.513,0.674,A
1,9,68,458.727,444.434,5129,705.622,392.006,20.371,0.886,A
1,9,69,453.367,443.54,5152,711.056,396.249,5.434,0.236,A
1,9,70,439.967,444.434,5175,724.486,404.711,13.43,0.584,A
1,9,71,433.714,445.327,5198,730.802,408.41,6.317,0.275,A
1,9,72,423.887,447.114,5221,740.79,414.083,9.988,0.434,A
1,9,73,413.167,449.794,5244,751.84,419.953,11.05,0.48,A
1,9,74,401.554,451.58,5267,763.59,427.29,11.75,0.511,A
1,9,75,388.154,453.367,5290,777.109,436.176,13.519,0.588,A
1,9,76,381.9,451.58,5313,783.612,442.093,6.504,0.283,A
1,9,77,364.927,450.687,5336,800.609,455.735,16.997,0.739,A
1,9,78,359.567,451.58,5359,806.043,459.356,5.434,0.236,A
1,9,79,356.887,451.58,5382,808.723,461.457,2.68,0.117,A
1,9,80,347.954,448.9,5405,818.05,470.143,9.327,0.406,A
1,9,81,339.914,447.114,5428,826.286,477.6,8.236,0.358,A
1,9,82,327.407,443.54,5451,839.293,489.726,13.007,0.566,A
1,9,83,329.194,449.794,5474,845.797,484.56,6.504,0.283,A
1,9,84,325.62,454.26,5497,851.517,484.817,5.72,0.249,A
1,9,85,320.26,455.154,5520,856.951,488.661,5.434,0.236,A
1,9,86,315.794,464.087,5543,866.938,487.247,9.988,0.434,A
1,9,87,301.5,474.807,5566,884.805,493.354,17.867,0.777,A
1,9,88,300.607,480.167,5589,890.239,491.282,5.434,0.236,A
1,9,89,297.034,489.994,5612,900.695,489.287,10.456,0.455,A
1,9,90,283.634,495.354,5635,915.128,498.267,14.432,0.627,A
1,9,91,275.594,487.314,5658,926.498,509.21,11.37,0.494,A
1,9,92,282.74,481.954,5681,935.431,505.684,8.933,0.388,A
1,9,93,277.38,477.487,5704,942.408,512.568,6.977,0.303,A
1,9,94,267.554,483.74,5727,954.056,517.969,11.648,0.506,A
1,9,95,254.154,475.7,5750,969.683,533.59,15.627,0.679,A
1,9,96,241.647,471.234,5773,982.963,546.684,13.28,0.577,A
1,9,97,236.287,465.874,5796,990.544,553.98,7.58,0.33,A
1,9,98,224.45,461.63,5819,1003.118,566.381,12.574,0.547,A
1,9,99,205.69,464.98,5842,1022.175,581.26,19.057,0.829,A
1,9,100,192.29,459.62,5865,1036.607,595.611,14.432,0.627,A
1,9,101,181.57,456.27,5888,1047.838,606.659,11.231,0.488,A
1,9,102,176.88,454.93,5911,1052.716,611.437,4.878,0.212,A
1,9,103,188.94,454.26,5934,1064.794,601.083,12.079,0.525,A
1,9,104,183.58,455.6,5957,1070.319,605.191,5.525,0.24,A
1,9,105,168.84,453.59,5980,1085.196,619.191,14.876,0.647,A
1,9,106,164.15,446.89,6003,1093.374,626.443,8.178,0.356,A
1,9,107,156.78,444.21,6026,1101.216,634.216,7.842,0.341,A
1,9,108,150.75,438.85,6049,1109.284,642.044,8.068,0.351,A
1,9,117,154.77,438.18,6072,1113.36,638.801,4.075,0.177,A
1,10,1,732.143,684.406,253,0,0,NA,NA,A
1,10,2,733.651,695.963,276,11.655,11.655,11.655,0.507,A
1,10,3,733.316,697.638,299,13.364,13.284,1.708,0.074,A
1,10,4,737.001,699.983,322,17.731,16.317,4.368,0.19,A
1,10,5,736.163,699.648,345,18.633,15.764,0.902,0.039,A
1,10,6,741.356,697.638,368,24.201,16.124,5.568,0.242,A
1,10,7,750.401,688.426,391,37.112,18.695,12.911,0.561,A
1,10,8,748.056,685.746,414,40.673,15.969,3.561,0.155,A
1,10,9,748.391,682.061,437,44.373,16.416,3.7,0.161,A
1,10,10,749.507,660.397,460,66.065,29.63,21.692,0.943,A
1,10,11,749.061,650.347,483,76.125,38.029,10.06,0.437,A
1,10,12,748.614,640.967,506,85.516,46.456,9.391,0.408,A
1,10,13,747.721,632.481,529,94.05,54.211,8.534,0.371,A
1,10,15,741.914,618.187,552,109.477,66.935,15.428,0.671,A
1,10,16,734.767,603.447,575,125.859,81.001,16.381,0.712,A
1,10,17,728.514,594.514,598,136.763,89.965,10.905,0.474,A
1,10,18,718.241,584.687,621,150.979,100.683,14.216,0.618,A
1,10,19,711.541,575.754,644,162.146,110.588,11.167,0.486,A
1,10,20,699.034,568.16,667,176.777,120.868,14.631,0.636,A
1,10,21,689.654,560.12,690,189.132,131.347,12.354,0.537,A
1,10,22,682.061,553.42,713,199.258,140.233,10.127,0.44,A
1,10,23,672.234,538.234,736,217.347,157.972,18.089,0.786,A
1,10,24,663.301,527.514,759,231.301,171.331,13.954,0.607,A
1,10,25,652.581,512.774,782,249.527,189.176,18.226,0.792,A
1,10,26,649.901,503.394,805,259.283,198.819,9.755,0.424,A
1,10,27,655.261,500.714,828,265.275,199.132,5.993,0.261,A
1,10,28,650.347,498.034,851,270.872,203.531,5.597,0.243,A
1,10,29,642.307,494.46,874,279.67,210.118,8.798,0.383,A
1,10,30,641.191,491.78,897,282.574,213.018,2.903,0.126,A
1,10,31,649.231,497.14,920,292.236,204.799,9.663,0.42,A
1,10,32,658.611,510.54,943,308.593,188.775,16.357,0.711,A
1,10,33,663.971,513.89,966,314.914,183.638,6.321,0.275,A
1,10,34,662.631,518.58,989,319.792,179.805,4.878,0.212,A
1,10,35,660.621,516.57,1012,322.634,182.439,2.843,0.124,A
1,10,36,660.621,521.26,1035,327.324,178.134,4.69,0.204,A
1,10,37,655.261,522.6,1058,332.849,179.142,5.525,0.24,A
1,10,38,655.931,526.62,1081,336.925,175.227,4.075,0.177,A
1,10,39,659.281,526.62,1104,340.275,173.796,3.35,0.146,A
1,10,40,663.301,534.66,1127,349.264,164.812,8.989,0.391,A
1,10,41,668.661,533.99,1150,354.665,163.263,5.402,0.235,A
1,10,42,671.341,535.33,1173,357.662,160.998,2.996,0.13,A
1,10,43,674.691,540.02,1196,363.425,155.396,5.764,0.251,A
1,10,44,680.721,528.63,1219,376.313,164.043,12.888,0.56,A
1,10,45,676.031,517.91,1242,388.014,175.696,11.701,0.509,A
1,10,46,680.721,521.93,1265,394.191,170.418,6.177,0.269,A
1,10,47,676.031,517.91,1288,400.368,175.696,6.177,0.269,A
1,10,48,668.661,517.91,1311,407.738,178.187,7.37,0.32,A
1,10,49,672.011,511.88,1334,414.636,182.704,6.898,0.3,A
1,10,50,670.001,515.9,1357,419.131,179.599,4.495,0.195,A
1,10,51,658.611,513.22,1380,430.832,186.31,11.701,0.509,A
1,10,52,649.231,509.2,1403,441.037,193.833,10.205,0.444,A
1,10,53,641.191,509.2,1426,449.077,197.406,8.04,0.35,A
1,10,54,638.511,506.52,1449,452.867,201.023,3.79,0.165,A
1,10,55,640.521,509.2,1472,456.217,197.716,3.35,0.146,A
1,10,56,648.561,511.88,1495,464.692,191.705,8.475,0.368,A
1,10,57,645.881,507.19,1518,470.094,197.095,5.402,0.235,A
1,10,58,643.201,499.15,1541,478.569,205.5,8.475,0.368,A
1,10,59,637.841,492.45,1564,487.149,213.869,8.58,0.373,A
1,10,60,626.451,501.16,1587,501.488,211.541,14.339,0.623,A
1,11,1,620.421,499.15,1587,0,0,NA,NA,A
1,11,2,615.731,495.13,1610,6.177,6.177,6.177,0.269,A
1,11,3,613.721,499.82,1633,11.28,6.733,5.103,0.222,A
1,11,4,623.101,503.17,1656,21.24,4.831,9.96,0.433,A
1,11,5,617.741,491.11,1679,34.437,8.475,13.197,0.574,A
1,11,6,624.441,496.47,1702,43.018,4.831,8.58,0.373,A
1,11,7,635.161,503.84,1725,56.027,15.468,13.009,0.566,A
1,11,8,642.531,515.9,1748,70.16,27.738,14.134,0.615,A
1,11,9,655.261,521.26,1771,83.973,41.264,13.812,0.601,A
1,11,10,654.591,527.29,1794,90.04,44.266,6.067,0.264,A
1,11,11,661.291,528.63,1817,96.873,50.393,6.833,0.297,A
1,11,12,661.291,535.33,1840,103.573,54.583,6.7,0.291,A
1,11,13,663.301,541.36,1863,109.929,60.17,6.356,0.276,A
1,11,14,664.641,541.36,1886,111.269,61.132,1.34,0.058,A
1,11,15,663.971,546.72,1909,116.67,64.494,5.402,0.235,A
1,11,16,673.351,550.07,1932,126.631,73.447,9.96,0.433,A
1,11,17,681.391,549.4,1955,134.699,79.009,8.068,0.351,A
1,11,18,703.501,560.12,1978,159.27,103.052,24.572,1.068,A
1,11,19,713.551,568.831,2001,172.57,116.312,13.299,0.578,A
1,11,20,720.251,578.211,2024,184.097,127.344,11.527,0.501,A
1,11,21,724.271,584.911,2047,191.91,134.683,7.813,0.34,A
1,11,22,734.321,586.251,2070,202.049,143.386,10.139,0.441,A
1,11,23,740.351,594.961,2093,212.643,153.502,10.594,0.461,A
1,11,24,744.371,601.661,2116,220.456,160.848,7.813,0.34,A
1,11,25,771.841,598.981,2139,248.057,181.367,27.6,1.2,A
1,11,26,786.581,605.011,2162,263.982,197.017,15.926,0.692,A
1,11,27,795.291,605.011,2185,272.692,204.416,8.71,0.379,A
1,11,28,770.501,598.311,2208,298.372,179.88,25.679,1.116,A
1,11,29,773.181,598.311,2231,301.052,182.122,2.68,0.117,A
1,11,30,772.511,599.651,2254,302.55,182.296,1.498,0.065,A
1,11,31,772.511,599.651,2277,302.55,182.296,0,0,A
1,11,32,784.571,599.651,2300,314.61,192.472,12.06,0.524,A
1,11,33,787.251,601.661,2323,317.96,195.808,3.35,0.146,A
1,11,34,793.281,609.031,2346,327.483,204.827,9.522,0.414,A
1,11,35,803.331,611.041,2369,337.732,214.419,10.249,0.446,A
1,11,36,809.361,611.711,2392,343.799,219.928,6.067,0.264,A
1,11,37,821.421,612.381,2415,355.877,230.699,12.079,0.525,A
1,11,38,833.927,611.487,2438,368.416,241.257,12.539,0.545,A
1,11,39,843.754,606.127,2461,379.609,247.633,11.193,0.487,A
1,11,40,831.247,608.807,2484,392.4,237.64,12.791,0.556,A
1,11,41,829.461,602.554,2507,398.903,233.217,6.504,0.283,A
1,11,42,831.247,600.767,2530,401.43,234.038,2.527,0.11,A
1,11,43,815.167,595.407,2553,418.38,217.236,16.95,0.737,A
1,11,44,813.381,582.007,2576,431.899,209.997,13.519,0.588,A
1,11,45,807.127,578.434,2599,439.101,202.843,7.202,0.313,A
1,11,46,806.234,573.967,2622,443.656,200.31,4.555,0.198,A
1,11,47,799.981,567.714,2645,452.5,192.205,8.844,0.385,A
1,11,48,805.341,556.1,2668,465.29,193.491,12.791,0.556,A
1,11,49,806.234,538.234,2691,483.179,189.879,17.889,0.778,A
1,11,50,805.341,532.874,2714,488.613,187.97,5.434,0.236,A
1,11,51,799.087,525.727,2737,498.109,180.633,9.496,0.413,A
1,11,52,794.621,527.514,2760,502.92,176.494,4.811,0.209,A
1,11,53,790.154,538.234,2783,514.533,174.175,11.613,0.505,A
1,11,54,791.047,542.7,2806,519.089,176.097,4.555,0.198,A
1,11,55,790.154,519.474,2829,542.332,170.946,23.244,1.011,A
1,11,56,793.727,518.58,2852,546.016,174.393,3.683,0.16,A
1,11,57,787.474,509.647,2875,556.92,167.383,10.905,0.474,A
1,11,58,784.794,504.287,2898,562.913,164.454,5.993,0.261,A
1,11,59,784.794,500.714,2921,566.486,164.381,3.573,0.155,A
1,11,60,783.007,491.78,2944,575.597,162.754,9.11,0.396,A
1,11,61,777.647,498.927,2967,584.53,157.227,8.933,0.388,A
1,11,62,779.434,495.354,2990,588.525,159.059,3.995,0.174,A
1,11,63,781.221,494.46,3013,590.523,160.869,1.998,0.087,A
1,11,64,784.794,485.527,3036,600.144,164.937,9.622,0.418,A
1,11,65,784.794,485.527,3059,600.144,164.937,0,0,A
1,11,66,783.007,478.38,3082,607.511,163.908,7.367,0.32,A
1,11,67,780.327,471.234,3105,615.143,162.325,7.633,0.332,A
1,11,68,784.794,464.98,3128,622.828,167.888,7.685,0.334,A
1,11,69,776.754,502.5,3151,661.2,156.369,38.372,1.668,A
1,11,70,777.647,515.007,3174,673.738,158.024,12.539,0.545,A
1,11,71,774.074,523.94,3197,683.36,155.64,9.622,0.418,A
1,11,72,768.714,528.407,3220,690.337,151.152,6.977,0.303,A
1,11,73,766.927,534.66,3243,696.841,150.749,6.504,0.283,A
1,11,74,766.927,540.914,3266,703.094,152.343,6.253,0.272,A
1,11,75,767.821,547.167,3289,709.411,155.024,6.317,0.275,A
1,11,76,763.354,555.207,3312,718.608,153.533,9.197,0.4,A
1,11,77,760.674,562.354,3335,726.241,153.837,7.633,0.332,A
