LID,TID,pid,x.position,y.position,time,track.length,euclidean.distance,jump.distance,velocity,clone
9,5,147,1449.211,1453.231,5934,1422.901,443.935,16.91,0.735,A
9,5,148,1439.161,1453.231,5957,1432.951,434.468,10.05,0.437,A
9,5,149,1429.781,1458.591,5980,1443.754,423.83,10.803,0.47,A
9,5,150,1428.441,1456.581,6003,1446.17,423.248,2.416,0.105,A
9,5,151,1420.401,1462.611,6026,1456.22,413.646,10.05,0.437,A
9,5,152,1420.401,1462.611,6049,1456.22,413.646,0,0,A
9,5,153,1420.401,1462.611,6072,1456.22,413.646,0,0,A
9,6,1,998.078,1173.171,4163,0,0,NA,NA,A
9,6,2,1003.326,1180.206,4186,8.777,8.777,8.777,0.382,A
9,6,4,1021.081,1200.641,4209,35.848,35.83,27.071,1.177,A
9,6,5,1025.771,1204.661,4232,42.025,41.935,6.177,0.269,A
9,6,6,1033.811,1214.041,4255,54.379,54.288,12.354,0.537,A
9,6,7,1035.821,1217.391,4278,58.286,58.138,3.907,0.17,A
9,6,8,1047.881,1234.141,4301,78.926,78.726,20.64,0.897,A
9,6,9,1051.231,1244.191,4324,89.519,88.708,10.594,0.461,A
9,6,10,1056.591,1251.561,4347,98.632,97.82,9.113,0.396,A
9,6,11,1054.581,1246.201,4370,104.357,92.336,5.724,0.249,A
9,6,12,1053.911,1235.481,4393,115.098,83.665,10.741,0.467,A
9,6,13,1037.831,1220.071,4416,137.37,61.481,22.272,0.968,A
9,6,14,1016.391,1205.331,4439,163.388,37.009,26.018,1.131,A
9,6,15,1004.331,1185.901,4462,186.256,14.183,22.869,0.994,A
9,6,16,1000.311,1171.161,4485,201.535,3.005,15.278,0.664,A
9,6,17,996.961,1164.461,4508,209.026,8.781,7.491,0.326,A
9,6,18,991.601,1154.411,4531,220.416,19.847,11.39,0.495,A
9,6,19,988.921,1143.691,4554,231.466,30.869,11.05,0.48,A
9,6,20,982.221,1132.971,4577,244.107,43.214,12.642,0.55,A
9,6,21,962.791,1119.571,4600,267.71,64.173,23.603,1.026,A
9,6,22,956.091,1102.821,4623,285.75,81.927,18.04,0.784,A
9,6,23,950.954,1097.461,4646,293.174,89.178,7.424,0.323,A
9,6,24,943.807,1075.128,4669,316.623,112.061,23.449,1.02,A
9,6,25,944.701,1073.341,4692,318.621,113.204,1.998,0.087,A
9,6,26,944.701,1084.061,4715,329.341,103.873,10.72,0.466,A
9,6,27,950.954,1100.141,4738,346.594,86.914,17.253,0.75,A
9,6,28,949.168,1102.821,4761,349.815,85.682,3.221,0.14,A
9,6,29,949.168,1101.928,4784,350.708,86.417,0.893,0.039,A
9,6,30,936.661,1092.101,4807,366.613,101.707,15.905,0.692,A
9,6,31,915.221,1090.314,4830,388.128,117.177,21.514,0.935,A
9,6,32,908.074,1090.314,4853,395.274,122.335,7.147,0.311,A
9,6,33,891.994,1086.741,4876,411.747,136.835,16.472,0.716,A
9,6,34,876.807,1086.741,4899,426.933,148.918,15.187,0.66,A
9,6,35,865.194,1088.528,4922,438.683,157.552,11.75,0.511,A
9,6,36,850.901,1089.421,4945,453.005,169.337,14.321,0.623,A
9,6,37,838.394,1090.314,4968,465.543,179.9,12.539,0.545,A
9,6,38,834.821,1086.741,4991,470.597,184.724,5.053,0.22,A
9,6,39,841.074,1084.954,5014,477.1,180.09,6.504,0.283,A
9,6,40,841.074,1084.954,5037,477.1,180.09,0,0,A
9,6,41,841.074,1084.954,5060,477.1,180.09,0,0,A
9,6,42,835.714,1101.928,5083,494.9,177.306,17.8,0.774,A
9,6,43,832.141,1118.901,5106,512.245,174.586,17.345,0.754,A
9,6,44,832.141,1130.514,5129,523.858,171.332,11.613,0.505,A
9,6,45,831.247,1143.914,5152,537.288,169.376,13.43,0.584,A
9,6,46,828.567,1151.061,5175,544.921,170.946,7.633,0.332,A
9,6,47,828.567,1165.354,5198,559.214,169.69,14.293,0.621,A
9,6,48,825.887,1189.474,5221,583.483,172.96,24.268,1.055,A
9,6,49,824.101,1205.554,5244,599.662,176.965,16.179,0.703,A
9,6,50,818.741,1205.554,5267,605.022,182.237,5.36,0.233,A
9,6,51,804.447,1209.128,5290,619.755,196.94,14.733,0.641,A
9,6,52,804.447,1210.914,5313,621.541,197.274,1.787,0.078,A
9,6,53,802.661,1212.701,5336,624.068,199.375,2.527,0.11,A
9,6,54,795.514,1212.701,5359,631.215,206.385,7.147,0.311,A
9,6,55,784.794,1212.701,5382,641.935,216.916,10.72,0.466,A
9,6,56,784.794,1212.701,5405,641.935,216.916,0,0,A
9,6,57,784.794,1212.701,5428,641.935,216.916,0,0,A
9,6,58,761.567,1207.341,5451,665.772,238.966,23.837,1.036,A
9,6,59,752.634,1201.981,5474,676.19,247.129,10.418,0.453,A
9,6,60,731.194,1193.048,5497,699.417,267.623,23.227,1.01,A
9,6,61,729.407,1189.474,5520,703.412,269.164,3.995,0.174,A
9,6,62,731.194,1189.474,5543,705.198,267.381,1.787,0.078,A
9,6,63,725.834,1182.328,5566,714.132,272.398,8.933,0.388,A
9,6,64,707.967,1178.754,5589,732.352,290.164,18.221,0.792,A
9,6,65,690.101,1171.608,5612,751.595,307.981,19.243,0.837,A
9,6,66,679.381,1171.608,5635,762.315,318.701,10.72,0.466,A
9,6,68,660.621,1163.121,5658,782.906,337.607,20.59,0.895,A
9,6,69,658.611,1159.101,5681,787.4,339.758,4.495,0.195,A
9,6,70,647.891,1155.081,5704,798.849,350.654,11.449,0.498,A
9,6,71,643.871,1147.711,5727,807.244,355.121,8.395,0.365,A
9,6,72,643.871,1144.361,5750,810.594,355.377,3.35,0.146,A
9,6,73,653.251,1149.051,5773,821.081,345.67,10.487,0.456,A
9,6,74,657.271,1147.711,5796,825.319,341.757,4.237,0.184,A
9,6,75,658.611,1143.691,5819,829.556,340.745,4.237,0.184,A
9,6,76,661.961,1153.741,5842,840.15,336.678,10.594,0.461,A
9,6,77,670.001,1160.441,5865,850.616,328.324,10.466,0.455,A
9,6,78,675.361,1165.801,5888,858.196,322.801,7.58,0.33,A
9,6,79,687.421,1167.141,5911,870.33,310.715,12.134,0.528,A
9,6,80,696.131,1163.121,5934,879.923,302.114,9.593,0.417,A
9,6,81,720.251,1165.131,5957,904.127,277.943,24.204,1.052,A
9,6,82,739.681,1164.461,5980,923.568,258.544,19.442,0.845,A
9,6,83,760.451,1165.131,6003,944.349,237.763,20.781,0.904,A
9,6,84,766.481,1166.471,6026,950.526,231.694,6.177,0.269,A
9,6,85,779.881,1169.151,6049,964.192,218.234,13.665,0.594,A
9,7,1,1002.321,1196.621,4163,0,0,NA,NA,A
9,7,3,1000.981,1181.881,4186,14.801,14.801,14.801,0.644,A
9,7,4,1000.981,1172.501,4209,24.181,24.157,9.38,0.408,A
9,7,5,986.911,1158.431,4232,44.079,41.182,19.898,0.865,A
9,7,6,977.531,1148.381,4255,57.826,54.237,13.747,0.598,A
9,7,7,978.201,1144.361,4278,61.902,57.558,4.075,0.177,A
9,7,8,976.191,1132.301,4301,74.128,69.425,12.226,0.532,A
9,7,9,978.871,1141.011,4324,83.241,60.352,9.113,0.396,A
9,7,10,976.861,1136.321,4347,88.343,65.455,5.103,0.222,A
9,7,11,974.181,1124.931,4370,100.045,77.015,11.701,0.509,A
9,7,12,971.501,1117.114,4393,108.308,85.271,8.263,0.359,A
9,7,13,967.034,1118.008,4416,112.863,86.17,4.555,0.198,A
9,7,14,965.248,1114.434,4439,116.858,90.161,3.995,0.174,A
9,7,15,959.888,1109.074,4462,124.438,97.288,7.58,0.33,A
9,7,16,956.314,1101.034,4485,133.237,106.082,8.798,0.383,A
9,7,17,951.848,1090.314,4508,144.85,117.68,11.613,0.505,A
9,7,18,953.634,1079.594,4531,155.718,126.75,10.868,0.473,A
9,7,19,954.528,1076.021,4554,159.401,129.725,3.683,0.16,A
9,7,20,958.101,1073.341,4577,163.868,130.971,4.467,0.194,A
9,7,21,955.421,1068.874,4600,169.077,136.084,5.209,0.226,A
9,7,22,953.634,1065.301,4623,173.072,140.055,3.995,0.174,A
9,7,23,951.848,1059.941,4646,178.722,145.702,5.65,0.246,A
9,7,24,954.528,1049.221,4669,189.772,154.955,11.05,0.48,A
9,7,25,955.421,1047.434,4692,191.769,156.385,1.998,0.087,A
9,7,26,956.314,1042.968,4715,196.324,160.393,4.555,0.198,A
9,7,27,958.994,1040.288,4738,200.115,162.226,3.79,0.165,A
9,7,28,963.461,1033.141,4761,208.542,168.035,8.428,0.366,A
9,7,29,971.501,1022.421,4784,221.942,176.906,13.4,0.583,A
9,7,30,974.181,1019.741,4807,225.732,179.105,3.79,0.165,A
9,7,31,976.861,1015.274,4830,230.941,183.125,5.209,0.226,A
9,7,32,975.968,1017.954,4853,233.766,180.6,2.825,0.123,A
9,7,33,975.968,1017.954,4876,233.766,180.6,0,0,A
9,7,34,975.968,1010.808,4899,240.913,187.673,7.147,0.311,A
9,7,35,975.968,1004.554,4922,247.166,193.866,6.253,0.272,A
9,7,36,977.754,997.408,4945,254.533,200.723,7.367,0.32,A
9,7,37,977.754,992.048,4968,259.893,206.043,5.36,0.233,A
9,7,38,977.754,983.114,4991,268.826,214.916,8.933,0.388,A
9,7,39,975.968,976.861,5014,275.33,221.335,6.504,0.283,A
9,7,40,975.968,976.861,5037,275.33,221.335,0,0,A
9,7,41,975.968,967.928,5060,284.263,230.207,8.933,0.388,A
9,7,42,976.861,973.288,5083,289.697,224.78,5.434,0.236,A
9,7,43,976.414,979.541,5106,295.966,218.621,6.269,0.273,A
9,7,44,976.414,979.541,5129,295.966,218.621,0,0,A
9,7,45,976.414,979.541,5152,295.966,218.621,0,0,A
9,7,46,976.414,979.541,5175,295.966,218.621,0,0,A
9,7,47,979.094,961.674,5198,314.033,236.092,18.067,0.786,A
9,7,48,978.201,960.781,5221,315.296,237.07,1.263,0.055,A
9,7,49,978.201,954.974,5244,321.103,242.848,5.807,0.252,A
9,7,50,979.094,949.168,5267,326.978,248.541,5.875,0.255,A
9,7,51,979.094,946.934,5290,329.211,250.765,2.233,0.097,A
9,7,52,979.541,939.341,5313,336.818,258.287,7.606,0.331,A
9,7,53,979.541,930.407,5336,345.751,267.186,8.933,0.388,A
9,7,54,979.541,928.174,5359,347.984,269.412,2.233,0.097,A
9,7,55,979.541,922.367,5382,353.791,275.198,5.807,0.252,A
9,7,56,976.861,912.987,5405,363.547,284.774,9.755,0.424,A
9,7,57,978.648,905.394,5428,371.347,292.188,7.801,0.339,A
9,7,58,978.648,912.541,5451,378.494,285.065,7.147,0.311,A
9,7,59,977.308,905.394,5474,385.765,292.299,7.271,0.316,A
9,7,60,977.308,896.907,5497,394.252,300.756,8.487,0.369,A
9,7,61,975.968,891.994,5520,399.345,305.765,5.093,0.221,A
9,7,62,973.511,885.741,5543,406.063,312.212,6.719,0.292,A
9,7,63,972.171,884.401,5566,407.958,313.673,1.895,0.082,A
9,7,64,968.151,881.721,5589,412.79,316.749,4.831,0.21,A
9,7,65,966.141,875.021,5612,419.785,323.629,6.995,0.304,A
9,7,66,966.141,875.021,5635,419.785,323.629,0,0,A
9,7,67,960.781,870.331,5658,426.907,328.924,7.122,0.31,A
9,7,68,958.101,866.311,5681,431.738,333.257,4.831,0.21,A
9,7,69,956.091,863.631,5704,435.088,336.184,3.35,0.146,A
9,7,70,951.401,856.931,5727,443.267,343.486,8.178,0.356,A
9,7,71,951.401,856.931,5750,443.267,343.486,0,0,A
9,7,72,948.721,853.581,5773,447.557,347.203,4.29,0.187,A
9,7,73,948.721,852.911,5796,448.227,347.865,0.67,0.029,A
9,7,74,946.711,850.231,5819,451.577,350.826,3.35,0.146,A
9,7,75,946.711,843.531,5842,458.277,357.443,6.7,0.291,A
9,7,76,950.061,840.851,5865,462.567,359.588,4.29,0.187,A
9,7,77,952.071,844.201,5888,466.474,355.985,3.907,0.17,A
9,7,78,952.071,841.521,5911,469.154,358.638,2.68,0.117,A
9,7,79,949.391,836.831,5934,474.555,363.663,5.402,0.235,A
9,7,80,949.391,836.831,5957,474.555,363.663,0,0,A
9,7,81,946.041,831.471,5980,480.876,369.462,6.321,0.275,A
9,7,82,946.041,831.471,6003,480.876,369.462,0,0,A
9,7,83,940.011,837.501,6026,489.404,364.486,8.528,0.371,A
9,7,84,940.011,833.481,6049,493.424,368.447,4.02,0.175,A
9,7,85,940.011,833.481,6072,493.424,368.447,0,0,A
10,1,1,367.16,905.841,0,0,0,NA,NA,A
10,1,2,370.734,896.014,23,10.456,10.456,10.456,0.455,A
10,1,3,356.887,895.567,46,24.31,14.529,13.854,0.602,A
10,1,4,360.907,888.867,69,32.124,18.089,7.813,0.34,A
10,1,5,366.714,890.654,92,38.199,15.193,6.075,0.264,A
10,1,6,379.667,889.761,115,51.183,20.371,12.984,0.565,A
10,1,7,393.067,887.527,138,64.768,31.726,13.585,0.591,A
10,1,8,398.874,889.761,161,70.989,35.557,6.221,0.27,A
10,1,9,409.147,891.101,184,81.35,44.499,10.36,0.45,A
10,1,10,417.187,891.994,207,89.439,51.908,8.089,0.352,A
10,1,11,426.12,891.994,230,98.372,60.564,8.933,0.388,A
10,1,12,428.8,894.451,253,102.008,62.684,3.636,0.158,A
10,1,13,427.46,883.731,276,112.811,64.226,10.803,0.47,A
10,1,14,430.14,893.111,299,122.567,64.254,9.755,0.424,A
10,1,15,449.57,892.441,322,142.008,83.492,19.442,0.845,A
10,1,16,426.12,891.101,345,165.497,60.775,23.488,1.021,A
10,1,17,408.03,887.751,368,183.894,44.695,18.398,0.8,A
10,1,18,411.38,887.751,391,187.244,47.777,3.35,0.146,A
10,1,19,412.05,892.441,414,191.982,46.847,4.738,0.206,A
10,1,20,395.97,893.111,437,208.076,31.497,16.094,0.7,A
10,1,21,388.6,892.441,460,215.476,25.283,7.4,0.322,A
10,1,22,387.93,892.441,483,216.146,24.717,0.67,0.029,A
10,1,23,389.94,889.761,506,219.496,27.884,3.35,0.146,A
10,1,24,383.91,895.791,529,228.024,19.534,8.528,0.371,A
10,1,25,371.18,895.791,552,240.754,10.824,12.73,0.553,A
10,1,26,375.87,888.421,575,249.49,19.476,8.736,0.38,A
10,1,27,359.12,880.381,598,268.069,26.699,18.58,0.808,A
10,1,28,358.45,875.021,621,273.471,32.027,5.402,0.235,A
10,1,29,365.82,876.361,644,280.962,29.51,7.491,0.326,A
10,1,30,347.06,875.691,667,299.734,36.236,18.772,0.816,A
10,1,31,341.7,881.721,690,307.802,35.071,8.068,0.351,A
10,1,32,336.34,882.391,713,313.203,38.727,5.402,0.235,A
10,1,33,326.29,882.391,736,323.254,47.12,10.05,0.437,A
10,1,34,339.69,878.371,759,337.244,38.848,13.99,0.608,A
10,1,35,337.68,884.401,782,343.6,36.452,6.356,0.276,A
10,1,36,328.97,886.411,805,352.539,42.849,8.939,0.389,A
10,1,37,321.6,888.421,828,360.178,48.777,7.639,0.332,A
10,1,38,322.94,887.527,851,361.788,47.862,1.61,0.07,A
10,1,39,319.367,888.421,874,365.472,50.869,3.683,0.16,A
10,1,40,313.114,886.634,897,371.975,57.358,6.504,0.283,A
10,1,41,313.114,886.634,920,371.975,57.358,0,0,A
10,1,42,313.114,886.634,943,371.975,57.358,0,0,A
10,1,43,313.114,889.314,966,374.655,56.517,2.68,0.117,A
10,1,44,313.114,891.101,989,376.442,56.021,1.787,0.078,A
10,1,45,295.247,895.567,1012,394.858,72.644,18.417,0.801,A
10,1,46,290.78,896.461,1035,399.414,76.954,4.555,0.198,A
10,1,47,285.42,898.247,1058,405.063,82.092,5.65,0.246,A
10,1,48,281.847,898.247,1081,408.637,85.651,3.573,0.155,A
10,1,49,278.274,898.247,1104,412.21,89.21,3.573,0.155,A
10,1,50,267.554,901.821,1127,423.51,99.688,11.3,0.491,A
10,1,51,262.194,905.394,1150,429.952,104.968,6.442,0.28,A
10,1,52,261.3,908.074,1173,432.777,105.884,2.825,0.123,A
10,1,53,258.62,909.861,1196,435.998,108.615,3.221,0.14,A
10,1,54,264.874,908.967,1219,442.315,102.335,6.317,0.275,A
10,1,55,266.66,908.967,1242,444.101,100.549,1.787,0.078,A
10,1,56,253.26,912.541,1265,457.97,114.097,13.868,0.603,A
10,1,57,248.794,911.647,1288,462.525,118.509,4.555,0.198,A
10,1,58,239.86,917.901,1311,473.429,127.87,10.905,0.474,A
10,1,59,236.287,918.794,1334,477.113,131.513,3.683,0.16,A
10,1,60,236.287,918.794,1357,477.113,131.513,0,0,A
10,2,1,229.587,921.921,1380,0,0,NA,NA,A
10,2,2,202.34,927.727,1403,27.859,27.859,27.859,1.211,A
10,2,3,190.727,932.641,1426,40.469,40.312,12.61,0.548,A
10,2,4,178.667,939.787,1449,54.487,53.964,14.019,0.61,A
10,2,5,169.733,947.381,1472,66.212,65.043,11.724,0.51,A
10,2,6,158.12,958.101,1495,82.016,80.103,15.805,0.687,A
10,2,7,154.993,968.821,1518,93.183,88.112,11.167,0.486,A
10,2,8,141.37,980.211,1541,110.94,105.735,17.757,0.772,A
10,2,9,135.34,986.911,1564,119.954,114.482,9.014,0.392,A
10,2,10,132.66,988.921,1587,123.304,117.83,3.35,0.146,A
10,2,11,125.29,993.611,1610,132.04,126.559,8.736,0.38,A
10,2,12,121.94,997.631,1633,137.273,131.605,5.233,0.228,A
10,2,13,118.59,1002.321,1656,143.036,137.056,5.764,0.251,A
10,2,14,115.24,1007.011,1679,148.8,142.532,5.764,0.251,A
10,2,15,111.89,1011.701,1702,154.564,148.03,5.764,0.251,A
10,2,16,104.52,1005.001,1725,164.524,150.147,9.96,0.433,A
10,2,17,88.44,995.621,1748,183.14,159.23,18.616,0.809,A
10,2,18,76.38,987.581,1771,197.634,166.684,14.494,0.63,A
10,2,19,67.67,982.891,1794,207.527,173.016,9.892,0.43,A
10,2,20,89.78,990.931,1817,231.053,155.911,23.526,1.023,A
10,2,21,83.75,992.271,1840,237.23,161.918,6.177,0.269,A
10,2,22,73.7,991.601,1863,247.302,170.751,10.072,0.438,A
10,2,23,40.2,979.541,1886,282.907,197.958,35.605,1.548,A
10,2,24,12.06,960.781,1909,316.727,220.971,33.82,1.47,A
10,2,25,3.35,952.741,1932,328.581,228.327,11.854,0.515,A
10,2,26,6.03,955.421,1955,332.371,226.053,3.79,0.165,A
10,2,27,5.36,954.081,1978,333.869,226.521,1.498,0.065,A
10,3,1,249.575,916.226,1380,0,0,NA,NA,A
10,3,2,249.24,922.591,1403,6.374,6.374,6.374,0.277,A
10,3,3,260.295,924.266,1426,17.555,13.4,11.181,0.486,A
10,3,4,260.295,925.941,1449,19.23,14.467,1.675,0.073,A
10,3,5,262.64,925.941,1472,21.575,16.281,2.345,0.102,A
10,3,6,268,914.886,1495,33.861,18.474,12.286,0.534,A
10,3,7,271.574,913.434,1518,37.718,22.175,3.857,0.168,A
10,3,8,277.38,908.967,1541,45.044,28.737,7.326,0.319,A
10,3,9,264.874,923.261,1564,64.036,16.838,18.993,0.826,A
10,3,10,240.754,921.027,1587,88.259,10.044,24.223,1.053,A
10,3,11,231.374,913.434,1610,100.328,18.415,12.068,0.525,A
10,3,12,225.12,911.201,1633,106.968,24.966,6.64,0.289,A
10,3,13,220.207,906.287,1656,113.916,31.004,6.949,0.302,A
10,3,14,217.527,898.247,1679,122.391,36.747,8.475,0.368,A
10,3,15,212.614,892.441,1702,129.998,43.953,7.606,0.331,A
10,3,16,211.274,891.994,1725,131.41,45.323,1.412,0.061,A
10,3,17,202.787,881.274,1748,145.083,58.402,13.673,0.594,A
10,3,18,197.427,875.021,1771,153.319,66.463,8.236,0.358,A
10,3,19,187.6,878.594,1794,163.775,72.506,10.456,0.455,A
10,3,20,182.687,877.254,1817,168.868,77.414,5.093,0.221,A
10,3,21,185.367,886.187,1840,178.195,70.887,9.327,0.406,A
10,3,22,193.407,885.294,1863,186.284,64.122,8.089,0.352,A
10,3,23,195.194,883.954,1886,188.518,63.236,2.233,0.097,A
10,3,24,196.087,887.527,1909,192.201,60.701,3.683,0.16,A
10,3,25,199.214,888.867,1932,195.603,57.313,3.402,0.148,A
10,3,26,204.127,887.081,1955,200.831,53.991,5.228,0.227,A
10,3,27,212.614,884.401,1978,209.731,48.775,8.9,0.387,A
10,3,28,188.94,881.274,2001,233.609,69.987,23.879,1.038,A
10,3,29,178.22,880.381,2024,244.367,79.852,10.757,0.468,A
10,3,30,164.15,882.391,2047,258.579,91.882,14.213,0.618,A
10,3,31,160.13,885.741,2070,263.812,94.497,5.233,0.228,A
10,3,32,165.49,884.401,2093,269.337,89.906,5.525,0.24,A
10,3,33,164.82,883.061,2116,270.835,91.013,1.498,0.065,A
10,3,34,166.83,882.391,2139,272.954,89.396,2.119,0.092,A
10,3,35,171.52,882.391,2162,277.644,85.073,4.69,0.204,A
10,3,36,160.13,888.421,2185,290.532,93.667,12.888,0.56,A
10,3,37,140.7,893.781,2208,310.688,111.165,20.156,0.876,A
10,3,38,124.62,896.461,2231,326.99,126.509,16.302,0.709,A
10,3,39,121.94,899.141,2254,330.78,128.774,3.79,0.165,A
10,3,40,117.92,899.811,2277,334.855,132.674,4.075,0.177,A
10,3,41,111.89,899.811,2300,340.885,138.66,6.03,0.262,A
10,3,42,97.15,902.491,2323,355.867,153.043,14.982,0.651,A
10,3,43,92.46,903.831,2346,360.744,157.603,4.878,0.212,A
10,3,44,72.36,905.171,2369,380.889,177.56,20.145,0.876,A
10,3,45,68.34,905.171,2392,384.909,181.572,4.02,0.175,A
10,3,46,42.88,905.171,2415,410.369,206.991,25.46,1.107,A
10,3,47,42.21,905.171,2438,411.039,207.66,0.67,0.029,A
10,3,48,38.86,900.481,2461,416.803,211.303,5.764,0.251,A
10,3,49,42.88,905.841,2484,423.503,206.956,6.7,0.291,A
10,3,50,57.62,915.891,2507,441.343,191.955,17.84,0.776,A
10,3,51,71.69,920.581,2530,456.174,177.938,14.831,0.645,A
10,3,52,86.43,923.261,2553,471.156,163.297,14.982,0.651,A
10,3,53,93.13,925.941,2576,478.372,156.746,7.216,0.314,A
10,3,54,98.49,928.621,2599,484.364,151.593,5.993,0.261,A
10,3,55,108.54,931.971,2622,494.958,141.911,10.594,0.461,A
10,3,56,114.57,933.981,2645,501.314,136.168,6.356,0.276,A
10,3,57,123.28,933.981,2668,510.024,127.537,8.71,0.379,A
10,3,58,132.66,934.651,2691,519.428,118.358,9.404,0.409,A
10,3,59,137.35,936.661,2714,524.531,114.07,5.103,0.222,A
10,3,60,142.04,937.331,2737,529.268,109.587,4.738,0.206,A
10,3,61,157.45,938.671,2760,544.736,94.82,15.468,0.673,A
10,3,62,169.51,934.651,2783,557.449,82.158,12.712,0.553,A
10,3,63,175.54,932.641,2806,563.805,75.833,6.356,0.276,A
10,3,64,182.91,932.641,2829,571.175,68.656,7.37,0.32,A
10,3,65,184.25,930.631,2852,573.591,66.894,2.416,0.105,A
10,3,66,166.16,935.991,2875,592.458,85.725,18.867,0.82,A
10,3,67,161.47,940.011,2898,598.635,91.259,6.177,0.269,A
10,3,68,147.4,940.011,2921,612.705,104.907,14.07,0.612,A
10,3,69,140.7,934.651,2944,621.285,110.423,8.58,0.373,A
10,3,70,142.71,929.291,2967,627.01,107.661,5.724,0.249,A
10,3,71,144.05,929.291,2990,628.35,106.331,1.34,0.058,A
10,3,72,144.72,931.301,3013,630.469,105.933,2.119,0.092,A
10,3,73,156.11,933.311,3036,642.035,95.014,11.566,0.503,A
10,3,74,149.41,939.341,3059,651.049,102.798,9.014,0.392,A
10,3,75,144.05,944.031,3082,658.171,109.127,7.122,0.31,A
10,3,76,142.04,941.351,3105,661.521,110.431,3.35,0.146,A
10,3,77,134.67,944.031,3128,669.363,118.221,7.842,0.341,A
10,3,78,135.34,946.711,3151,672.125,118.233,2.762,0.12,A
10,3,79,132.66,947.381,3174,674.888,120.995,2.762,0.12,A
10,3,80,131.99,956.091,3197,683.624,124.159,8.736,0.38,A
10,3,81,136.01,962.791,3220,691.437,122.741,7.813,0.34,A
10,3,82,135.34,950.731,3243,703.516,119.333,12.079,0.525,A
10,3,83,129.98,950.731,3266,708.876,124.473,5.36,0.233,A
10,4,2,117.92,942.244,3289,0,0,NA,NA,A
10,4,3,109.657,925.717,3312,18.477,18.477,18.477,0.803,A
10,4,4,100.277,919.017,3335,30.005,29.168,11.527,0.501,A
10,4,5,78.613,906.287,3358,55.131,53.272,25.127,1.092,A
10,4,6,76.38,898.247,3381,63.476,60.509,8.344,0.363,A
10,4,7,73.253,895.567,3404,67.594,64.605,4.118,0.179,A
10,4,8,73.253,900.034,3427,72.06,61.456,4.467,0.194,A
10,4,9,70.127,912.094,3450,84.519,56.509,12.459,0.542,A
10,4,10,72.807,921.027,3473,93.846,49.853,9.327,0.406,A
10,4,11,72.807,936.661,3496,109.479,45.458,15.633,0.68,A
10,4,12,73.253,939.787,3519,112.638,44.734,3.158,0.137,A
10,4,13,73.253,940.234,3542,113.084,44.712,0.447,0.019,A
10,4,14,77.72,940.681,3565,117.573,40.23,4.489,0.195,A
10,4,15,80.847,938.447,3588,121.416,37.267,3.842,0.167,A
10,4,16,79.507,942.914,3611,126.079,38.419,4.663,0.203,A
10,4,17,79.507,955.868,3634,139.032,40.758,12.953,0.563,A
10,4,18,72.36,971.501,3657,156.222,54.145,17.189,0.747,A
10,4,19,70.573,971.948,3680,158.063,55.893,1.842,0.08,A
10,4,20,64.767,982.668,3703,170.255,66.778,12.192,0.53,A
10,4,21,51.367,987.134,3726,184.38,80.277,14.125,0.614,A
10,4,22,52.26,975.074,3749,196.473,73.41,12.093,0.526,A
10,4,23,55.387,970.161,3772,202.297,68.482,5.824,0.253,A
10,4,24,52.26,972.841,3795,206.415,72.439,4.118,0.179,A
10,4,25,45.56,973.734,3818,213.174,78.915,6.759,0.294,A
10,4,26,51.813,967.481,3841,222.018,70.76,8.844,0.385,A
10,4,27,49.133,974.628,3864,229.65,76.028,7.633,0.332,A
10,4,28,43.773,977.308,3887,235.643,82.019,5.993,0.261,A
10,4,29,30.15,981.551,3910,249.912,96.17,14.269,0.62,A
10,4,30,38.19,981.551,3933,257.952,88.893,8.04,0.35,A
10,4,31,28.81,984.901,3956,267.912,98.794,9.96,0.433,A
10,4,32,26.13,987.581,3979,271.702,102.376,3.79,0.165,A
10,4,33,21.44,984.901,4002,277.104,105.489,5.402,0.235,A
10,4,34,20.1,1000.981,4025,293.24,114.1,16.136,0.702,A
10,4,35,20.1,997.631,4048,296.59,112.412,3.35,0.146,A
10,4,36,17.42,998.301,4071,299.352,115.077,2.762,0.12,A
10,4,37,10.05,999.641,4094,306.843,122.19,7.491,0.326,A
10,4,38,6.03,997.631,4117,311.338,124.848,4.495,0.195,A
10,4,39,6.03,990.261,4140,318.708,121.758,7.37,0.32,A
10,4,40,7.37,990.261,4163,320.048,120.528,1.34,0.058,A
10,4,41,10.05,989.591,4186,322.81,117.804,2.762,0.12,A
10,4,42,14.07,987.581,4209,327.305,113.315,4.495,0.195,A
10,4,43,12.73,987.581,4232,328.645,114.544,1.34,0.058,A
10,4,44,10.72,994.951,4255,336.284,119.457,7.639,0.332,A
10,4,45,8.71,1000.981,4278,342.64,124.003,6.356,0.276,A
10,4,46,6.03,999.641,4301,345.636,125.753,2.996,0.13,A
10,4,47,5.36,1000.981,4324,347.134,126.964,1.498,0.065,A
10,4,48,6.03,996.291,4347,351.872,124.26,4.738,0.206,A
10,5,1,137.35,953.411,3289,0,0,NA,NA,A
10,5,2,134.335,946.711,3312,7.347,7.347,7.347,0.319,A
10,5,3,156.445,945.706,3335,29.48,20.591,22.133,0.962,A
10,5,4,156.11,949.726,3358,33.514,19.119,4.034,0.175,A
10,5,5,160.8,956.761,3381,41.969,23.688,8.455,0.368,A
10,5,6,168.84,959.441,3404,50.444,32.062,8.475,0.368,A
10,5,7,180.9,972.171,3427,67.979,47.419,17.536,0.762,A
